"educv","heightv","BMIv","healthv","consv","extrav","agreev","emov","autov","riskyv"
2,165,20.93664,4,-0.331378,0.321146,0.329212,-0.128841,-0.023195,0.066453
2,162,22.10029,3,-0.18764,0.330818,-0.025741,-0.195098,-0.132105,-1.391959
1,172,19.605192,4,0.615046,0.312455,0.426369,-0.457643,0.04217,0.211245
2,178,20.199471,3,0.891351,-0.238336,-0.386769,-0.573773,-0.516766,0.166765
2,165,22.038567,2,-1.011211,-0.370951,-0.441823,-0.443838,0.022683,0.150485
2,174,25.102392,3,-0.478029,-0.501601,0.719628,-0.637647,0.716921,0.221585
2,168,22.675737,3,0.327571,0.879644,-0.857905,-1.641137,-1.259215,-0.118151
1,177,24.89706,3,-0.208525,-0.21899,0.477702,0.093962,0.927354,-2.078844
2,176,22.598141,3,-0.205611,0.046241,0.997016,0.442312,1.224878,0.280934
2,172,20.281233,3,0.22196,0.595067,-0.659943,0.186109,-0.881987,0.090912
2,170,22.49135,3,0.346999,-0.52193,1.258533,0.760654,0.661323,-0.222695
3,170,19.377163,3,-1.544393,0.044276,0.235776,-0.568376,0.066275,0.207387
2,180,19.444445,3,-0.332106,-0.512748,0.356739,0.270669,-0.038941,0.273231
3,160,20.3125,3,0.079679,0.17984,-1.196987,-0.759064,-0.931559,0.173864
2,172,20.281233,4,-1.163934,-0.097521,-1.353413,-0.447471,-0.457428,-0.58963
2,175,22.204082,3,-0.466859,0.177874,-0.275602,-0.372953,0.387905,0.610585
3,164,24.167162,3,-0.865288,-0.494385,0.089147,-0.097909,0.375852,0.436249
2,168,21.967121,4,0.346999,0.349181,0.45811,0.183058,0.661323,-0.391481
1,170,20.069204,3,-0.750692,-0.189971,-0.481007,-1.095163,0.887502,0.062702
2,161,21.218317,4,-0.886173,0.727683,-0.164435,-0.175447,-0.540872,0.120168
2,176,19.369835,3,0.078951,0.046241,-0.545054,-0.71114,-0.429629,-0.445574
1,172,21.295294,3,0.633746,0.036569,-1.038701,-1.053059,-0.990897,0.173864
2,170,22.145329,3,0.058795,0.480814,0.616396,0.410961,0.518587,0.249154
2,158,19.628265,3,-1.707559,-1.062065,0.608461,-0.43695,0.462989,0.159508
2,172,22.309357,3,0.881637,-0.483238,-0.061203,-0.308411,-0.199756,0.201897
2,175,20.571428,3,-0.208525,1.144875,0.267518,0.349382,-0.132105,0.287191
2,173,21.383942,3,-0.464673,-0.787652,-0.174231,0.284957,0.088048,0.166708
3,165,21.671259,4,0.211518,0.178366,-0.53898,0.161664,0.000911,0.064492
2,170,21.107267,3,0.058066,-0.076701,0.105018,0.006553,0.094074,0.173864
1,175,23.183674,4,-1.608955,0.858333,-2.316467,-1.455591,-0.782751,-2.30583
2,172,22.985397,3,0.633017,0.311473,0.235776,0.84175,-0.386083,0.629656
2,165,21.303949,3,-0.475116,-0.465858,-1.119422,-0.882389,-0.386083,-1.258878
2,175,22.204082,4,-0.630752,-0.815197,0.604739,0.153971,1.478856,0.34149
2,171,25.648918,3,-0.475844,0.462943,0.216185,0.011747,0.391598,0.310549
2,173,24.391058,4,0.345542,0.047224,-0.509592,0.215161,-1.179511,0.317908
3,168,20.549887,4,0.634474,0.59605,-0.00987,0.357098,-0.076507,0.314817
2,163,25.593737,3,0.06098,1.163238,0.45811,-0.301453,0.04217,0.177977
2,167,19.003908,3,-0.475844,1.163238,-0.537119,-0.004539,-1.120173,-0.08445
1,158,22.031725,3,-0.054345,-0.087357,-0.640351,-0.92181,-0.770744,0.341728
2,180,24.382715,2,-0.072316,1.001604,0.063481,-0.884258,0.425424,0.310871
2,172,19.267172,4,-0.075958,0.05444,-0.025741,-0.168095,0.177472,0.143665
2,162,20.95717,4,-0.772305,-0.645364,0.206389,-0.281299,0.258582,0.233498
2,167,19.721037,3,-1.00004,0.613921,0.06162,-0.527355,0.645576,-0.141642
2,163,24.088223,3,0.348455,0.065587,-0.806572,-0.586511,-0.937585,0.097432
2,173,26.729927,2,-0.743163,0.063622,0.251647,-0.19505,0.177472,-1.712011
2,170,20.761246,4,0.201804,0.481797,-0.695405,0.123821,-0.286893,-1.678915
1,172,26.365602,3,-0.168212,0.879644,-0.802851,0.176287,-0.981131,-4.286798
2,168,28.344671,2,-0.18764,-0.21899,-0.025741,-0.462659,0.375852,-0.014969
2,170,16.608997,1,-1.216605,-0.561604,0.219906,-0.454944,0.796625,0.127509
2,167,20.438166,4,-0.720822,-0.523895,-1.099831,-0.340206,0.387905,-0.322909
1,170,20.069204,4,-0.475116,0.615395,0.981145,-0.058699,1.224878,0.098392
2,177,20.109163,3,1.169113,-0.52193,0.426369,-0.475964,0.804105,0.592637
2,162,21.71925,2,-0.493087,1.466178,0.129389,-0.464413,0.593672,0.690169
2,173,19.045073,2,0.635931,-0.21899,0.75509,-0.009055,0.673375,-0.069793
3,173,20.715694,3,0.06098,-0.21899,0.216185,-0.587101,0.419397,-2.075396
1,160,25,4,0.604604,0.74752,0.450175,0.076171,-0.156211,-3.619113
2,170,20.069204,4,0.635931,-1.602201,1.761976,0.706395,1.101628,0.173023
2,169,27.309969,3,0.059523,-0.237353,-0.025741,-0.187569,-0.132105,0.051074
1,168,23.030045,3,-1.29723,0.614413,-0.283537,-0.044685,-0.628009,0.043496
2,165,31.221304,2,0.327571,0.169184,-0.303129,-0.85019,-0.132105,0.195476
2,157,21.907583,3,0.633017,-0.238336,0.477702,0.090954,0.673375,0.049031
2,168,21.258503,4,-1.563821,-0.805524,-0.33487,-0.700276,-0.132105,0.382752
1,180,20.061728,3,-0.198082,0.179348,-0.033676,-0.126806,-0.132105,0.146896
1,158,24.034611,3,-0.208525,-0.787161,-0.025741,-0.32361,0.121873,-0.091202
2,169,28.71048,4,-0.74462,0.61343,-0.025741,-0.330923,0.375852,0.459101
2,163,23.711845,3,0.880181,0.880627,-0.509592,0.193192,-0.925533,-0.805566
1,163,19.571682,4,1.703752,0.880627,0.513164,1.233566,0.177472,-0.288336
2,174,18.826794,3,0.242845,0.745554,-0.408221,-0.588794,-0.098279,-0.020625
2,167,25.816629,2,-1.563821,0.312455,1.500459,-0.081427,1.466803,-0.500796
1,158,23.233456,3,0.078951,0.59605,-0.061203,0.076655,0.419397,0.286911
3,170,32.871971,4,-1.29723,-1.335986,1.52005,-1.196148,0.097768,0.067999
2,160,27.34375,2,-0.205611,0.046241,-0.303129,-0.956311,-0.441682,0.542811
2,169,21.357796,3,-0.331378,0.879153,-0.804711,-0.709129,-0.494993,0.243179
2,162,21.71925,4,-0.74025,0.064604,-0.374054,-1.117256,1.113681,-3.907239
1,175,24.489796,4,0.078951,-0.219973,1.238941,0.580958,1.04603,0.60599
3,172,21.971336,4,-0.74462,0.063622,1.274404,0.760298,1.423258,0.353834
2,152,23.372576,4,-0.741707,-0.220955,-0.267666,-0.218805,-0.191443,0.280934
2,172,26.365602,3,-0.764048,0.329836,-0.00987,-0.305475,-0.076507,0.031463
2,170,23.875433,4,-0.18764,0.330818,-0.164435,0.575099,-0.132105,0.348341
3,170,19.031141,3,0.901065,-0.768798,-0.271388,0.585244,0.375852,-0.036623
2,172,27.717686,3,-0.537769,-0.519964,-1.135293,-0.672986,-0.132105,-0.462762
2,164,25.654373,4,-1.277074,1.031114,0.331073,-0.361621,0.193218,0.221208
2,186,22.835011,3,-0.62031,0.888334,-0.529184,-0.426054,-0.092253,0.328856
2,169,32.561886,2,0.346999,-0.218007,-0.564646,-1.231824,-0.132105,0.07269
2,168,26.57313,3,-0.475116,-0.503567,-0.303129,-0.469194,-0.132105,-4.286798
2,165,19.467402,3,-0.457145,0.879644,-0.045333,-0.29821,0.419397,0.090118
1,172,23.661438,3,-0.465402,0.595067,-0.303129,-0.636633,-0.259094,0.645615
2,168,28.344671,3,0.078223,0.198203,-0.180306,-0.523816,-0.132105,0.357467
2,165,23.875114,3,0.078951,-0.096047,-0.39049,-0.330594,-0.036655,0.028419
2,168,33.659298,3,-0.331378,0.651139,0.602386,-0.458454,1.524734,-0.550758
2,163,21.077196,3,-0.342548,-0.361278,-0.164435,-0.529769,0.022683,0.03077
1,165,20.202021,3,-0.064787,-0.096538,-0.273741,-0.591883,-0.114026,0.23484
2,172,19.267172,4,-0.218967,0.888334,0.348804,-0.700325,-0.673887,-0.187322
2,167,29.402273,3,-0.60914,0.481797,0.219906,-0.4441,0.221063,-0.114803
2,160,21.484375,4,-0.608411,-0.361278,-0.433888,-0.467371,0.375852,0.130635
2,163,21.453573,4,1.167656,0.065587,0.216185,0.724433,0.109821,0.083596
2,171,30.778702,3,-0.465402,-0.086374,-0.40636,-0.13974,-0.247041,0.026656
2,176,20.015495,4,-0.073772,0.454253,0.182583,-0.276578,-0.023195,0.60469
2,158,28.040379,4,-1.831869,-0.255716,-0.358183,-0.758726,0.605725,0.56473
2,160,25.390625,4,1.148228,-0.787161,1.52005,0.387187,1.478856,0.239831
2,170,22.49135,3,-2.941458,0.289179,-2.645622,-0.425514,-1.024676,0.280934
2,175,16.32653,3,0.883094,0.89899,-0.560925,-0.959791,-0.881987,0.607813
1,170,22.145329,4,-0.208525,-0.767815,-0.287258,-0.326853,0.121873,0.256315
3,162,21.338211,3,-0.475116,0.879153,0.370749,-0.031107,-0.072767,-0.136276
2,159,32.039871,4,-0.207068,0.311473,-0.493721,-0.833238,-1.179511,0.05236
2,168,19.486961,4,0.068509,-0.37046,-0.242,-0.422886,-0.086227,-0.6682
2,167,21.513859,4,-1.986777,1.304544,-0.487081,-0.278755,0.54036,0.134046
2,172,26.365602,3,-0.18764,0.595067,-0.319,-0.739813,-0.132105,0.437168
2,169,19.257029,3,0.460138,-0.095556,0.085426,-0.177021,0.518587,0.145592
2,166,21.410946,4,-0.332106,-0.077684,-0.93547,-0.187462,-0.395803,0.023652
2,169,25.209202,4,-0.786389,-0.183247,-1.325885,-0.459108,-0.163598,-0.091845
1,175,25.469387,3,0.61359,-0.21899,-0.287258,-0.440926,-0.386083,0.016029
3,174,23.781214,4,-0.198811,0.747028,0.572998,-0.007807,0.915301,0.178678
2,170,22.49135,2,-0.60914,-0.229154,-0.424092,-0.58864,-0.153878,0.082676
2,175,25.795918,3,-0.762591,0.898007,0.735498,0.463642,0.407344,0.051717
3,168,21.612812,2,0.078951,-1.035012,-0.459554,-0.146826,0.750793,0.628991
2,175,20.244898,4,-0.752877,0.452778,0.452035,-0.312058,0.484762,0.441098
2,170,22.83737,4,0.614318,0.178366,-0.267666,-0.576009,-0.092253,-0.394202
1,162,30.102119,1,-0.31195,0.197711,-0.683748,-0.880601,-0.318432,0.165662
1,170,23.529411,3,-0.464673,-0.511274,0.602386,0.247351,-0.419909,0.12057
2,173,26.06168,2,-0.762591,0.736864,-0.293333,-0.369212,0.409677,-0.29253
2,171,20.519135,4,-1.563821,0.312455,-0.527323,-0.127327,-0.90376,0.55701
2,155,20.395422,4,-0.764048,0.898007,-0.287258,-0.18456,0.685428,0.207511
2,171,18.125235,4,-1.031367,-0.351606,0.997016,-0.234507,1.014491,-0.01058
2,168,24.447279,3,0.592705,0.624085,-0.3275,0.13653,-1.195257,0.365203
2,168,24.447279,3,0.901065,1.42847,0.497294,-0.092221,-1.314813,0.346496
1,168,20.195578,3,0.366426,-0.92945,-0.398425,-0.246865,-0.247041,0.296854
2,181,21.97735,3,-0.227952,0.878661,0.703757,-1.228581,0.915301,0.210076
3,167,22.230988,3,0.062437,1.713046,0.426369,-0.333013,0.153366,0.465077
2,160,21.09375,3,-0.475116,-0.627001,-0.972793,-0.415473,0.149672,-0.61135
3,180,16.975309,3,-0.198811,-0.362261,0.233916,0.038572,0.961179,0.114696
3,170,20.069204,3,-0.352262,0.197711,-0.798637,-0.231845,-0.147851,0.001772
2,172,18.253109,3,-0.473659,-0.199644,-0.041612,-0.849956,-0.751258,-0.126248
2,160,25.390625,3,0.50045,0.859316,-0.937331,0.081807,0.443503,-0.089609
2,167,21.513859,3,0.623304,0.71801,-0.580517,-0.591212,0.149672,-0.139125
2,172,20.281233,4,0.615046,-0.199644,0.44224,-0.850594,0.859703,0.309608
2,173,20.715694,4,-0.207068,0.064604,0.251647,0.485779,0.121873,0.216694
2,180,20.370371,4,0.326114,0.330818,-0.806572,-0.704654,-0.683607,0.64329
1,172,20.619253,4,-0.846589,-0.248008,-0.788841,-0.379853,-1.00295,0.180121
1,179,21.222809,4,-0.18764,0.879644,-0.287258,-0.08126,-0.441682,-0.058161
1,165,19.834711,3,0.881637,-0.199644,0.477702,-0.576328,0.363799,0.010051
2,168,17.361111,3,0.058795,1.011768,-0.398425,-0.29595,-0.219242,0.192416
1,165,21.303949,4,-1.586162,0.59605,-1.341756,-0.70006,0.003197,-0.572703
2,176,21.952478,4,-0.475116,-0.380133,0.069555,0.458967,0.109821,0.246996
2,169,22.758307,4,-1.154949,0.339017,-0.182166,0.030072,0.469015,-0.544183
3,172,22.985397,3,-0.628567,-0.095556,-0.061203,-0.262232,0.490788,-0.568501
2,165,18.732782,3,0.902522,0.59605,-0.025741,0.090127,-0.386083,0.034958
2,168,24.447279,3,-0.18764,-0.36177,-0.457694,-0.371805,0.050482,0.283958
3,164,27.141582,3,-0.046087,-0.076701,-0.261592,-0.225286,0.02871,-0.088899
2,164,25.28257,4,0.345542,0.330818,-0.267666,0.065104,-0.374031,0.177033
3,165,20.56933,4,0.068509,0.605231,0.719628,-0.303038,0.915301,0.347102
2,165,20.56933,4,-1.429069,-0.35308,0.400137,0.553645,1.128021,0.291041
2,170,20.069204,3,0.499722,0.178366,0.081212,-0.62173,-0.469481,0.193971
2,170,24.221453,3,-0.066244,-0.503567,-0.806572,-0.308411,-0.064454,0.398073
2,168,19.486961,3,0.61359,0.595067,0.477702,-0.176608,-0.144158,0.072713
1,165,23.875114,3,0.099835,-0.503567,-0.303129,-0.21264,-0.132105,0.280934
1,172,20.281233,3,0.367883,-0.769781,-0.541333,-0.721134,-0.560358,-0.870643
2,168,23.738663,3,0.078951,0.329836,-1.325885,-0.333436,-0.615956,-2.550684
2,172,20.619253,3,-0.054345,0.330327,0.469767,-0.579892,0.673375,0.44543
2,191,24.396261,3,0.348455,0.89899,0.426369,-0.105695,0.605725,0.507627
2,167,25.816629,4,0.387311,-0.21899,0.192871,-0.821001,0.593672,0.17869
2,171,21.203106,4,-0.455688,0.31049,-0.002428,0.582496,-1.377891,0.262772
3,179,21.534908,3,0.346999,0.046241,0.477702,0.464824,0.673375,0.032348
2,174,20.478266,3,0.222689,0.027387,-0.711276,-0.800529,0.177472,0.122859
2,170,25.951557,4,-0.455688,0.046241,-0.025741,0.328595,0.177472,-3.627126
1,175,18.938776,3,0.345542,0.615395,0.977424,0.21864,0.903248,-2.251066
2,161,21.604105,3,-0.074501,-0.350623,0.513164,-0.202673,-0.441682,0.426436
2,169,21.707924,3,-0.064787,0.321146,0.192379,-0.750867,0.03843,0.225973
1,182,28.680111,4,0.614318,0.879644,0.122749,0.216699,0.211297,0.255267
1,158,20.829996,4,-0.18764,0.046241,-0.564646,-0.070535,0.121873,0.491104
2,182,20.227026,3,-0.485558,0.614413,0.085426,0.137918,0.617777,0.105652
1,173,26.395803,3,-1.697845,-0.21899,0.180722,-0.014909,0.788312,0.316624
3,163,21.453573,3,1.168385,-0.077684,-0.634276,0.041426,-0.014836,-0.106501
1,156,25.47666,4,-0.310493,-0.220464,0.321277,0.20292,0.893528,0.271128
3,175,21.55102,4,-0.074501,0.613921,-7.4e-05,-0.246925,-0.19747,-0.611286
2,165,20.56933,3,0.346999,0.026896,-0.00987,-0.715734,-0.132105,-2.018495
2,178,21.777554,2,0.068509,0.045259,-0.424092,-0.209172,-0.380057,0.102867
2,168,26.57313,3,-1.831869,-0.21899,1.258533,0.171572,1.478856,-0.334253
2,173,28.400547,3,0.481751,0.59605,-0.677674,0.061634,-0.407856,0.168328
2,168,23.030045,3,-0.609868,-0.096538,-0.1565,-0.581597,0.304461,-2.892818
2,174,18.166204,3,-0.990327,-0.239318,-0.283537,-0.326263,-0.120052,0.218259
2,168,30.116213,4,-0.207068,0.065587,1.05207,0.082694,-0.386083,0.848359
3,176,19.369835,3,0.355984,0.330327,-0.146704,-0.495904,0.1279,0.47823
1,168,20.549887,3,-0.455688,-1.317624,0.75509,-0.565911,-0.001376,0.299898
2,183,25.680075,2,-0.31195,0.321146,-0.182166,0.008563,-0.419909,-0.161684
1,178,22.408787,3,0.058066,0.898007,-0.041612,-0.040896,-0.132105,0.155618
2,164,23.051754,3,-0.188368,0.595558,-0.416156,-0.31601,-0.126079,0.36597
1,178,18.937002,3,0.901065,-0.768798,1.254812,-0.668975,1.101628,-0.053584
2,176,24.212294,3,0.078223,-0.219973,0.120888,0.223721,0.403651,0.092739
2,168,20.549887,3,-0.064058,-0.503567,-0.441823,-0.655858,0.121873,-1.99629
3,175,20.897959,2,-0.876459,-0.096047,0.120888,-0.164781,-0.005116,0.057974
2,173,22.386314,4,0.901065,0.879644,-0.802851,-0.319232,-0.560358,0.28382
2,187,20.017731,4,0.902522,1.181601,-0.545054,-0.637526,-0.374031,0.538752
3,163,23.711845,3,0.902522,0.312455,-0.826164,-0.304575,-0.132105,0.008489
2,173,24.725183,4,-0.329921,0.59605,-0.545054,-0.258763,-0.782797,-0.053787
1,165,29.384756,3,0.212246,0.187547,-0.283537,-0.397846,0.344313,-0.276881
2,178,20.515087,3,0.623304,1.021441,-0.370898,0.141801,-0.40557,0.043475
1,164,22.308149,3,0.069237,-0.380624,-0.293333,-0.713104,0.310487,-0.902233
2,167,24.023809,3,-0.486286,0.462943,-0.408221,-0.323492,-0.407856,-1.031701
2,172,21.633316,4,1.169113,0.614413,0.774682,0.232891,0.43145,-0.073801
3,174,21.469151,3,-0.189097,-0.237353,-0.025741,0.093962,0.177472,0.826468
2,170,15.570934,3,-0.332106,-0.388823,-0.424092,0.334643,-0.407856,-0.04102
1,168,21.258503,3,-0.475116,0.055914,0.218045,-0.379618,-0.138131,-1.516822
2,172,18.591131,3,-0.886173,-0.09703,-0.295194,-0.057811,0.276662,0.15604
2,170,22.49135,2,-0.598697,0.481797,-0.182166,-0.165906,1.115968,-0.065501
1,172,21.295294,4,-0.362705,0.064113,-0.031816,0.056745,-0.407856,-0.019861
2,170,25.951557,3,-1.29723,-0.239318,-1.08396,-0.454634,-0.429629,-0.07043
2,161,27.005131,3,0.902522,0.879644,-0.545054,-0.850594,-0.120052,0.094305
2,180,18.518518,1,1.456588,0.028861,-0.251796,-0.943898,0.133926,-2.098738
2,168,23.030045,3,0.346999,-0.238336,0.271239,-0.184681,-0.937585,0.281575
3,176,21.952478,4,-0.034188,-0.096538,0.461831,-0.031712,0.264609,-0.172163
2,156,23.011177,4,0.326114,-0.218007,-0.251796,-0.283742,-0.374031,0.173864
1,173,26.06168,3,-0.752877,0.046241,-0.529184,-0.182313,-0.318432,0.123256
2,178,23.355637,2,-0.475116,-0.503567,-0.17237,-0.469194,-0.132105,0.302902
2,175,20.571428,3,-0.331378,0.321146,-0.190101,-0.459973,0.115847,-3.559014
2,171,22.229061,3,0.615046,0.879644,-0.267666,-0.569203,-0.120052,0.224692
3,178,18.305769,3,-0.444517,0.888825,-0.164435,-0.264243,-0.076507,0.239831
2,182,16.90617,3,0.490736,0.206893,-0.659943,-0.202115,-0.374031,0.009228
2,174,22.12974,3,-1.152764,-0.360787,0.782617,-0.132326,0.33226,0.58157
1,168,20.904196,4,0.346999,0.614413,-0.025741,-0.715378,-0.132105,-1.658718
2,175,30.693878,3,0.081865,0.59605,0.219906,0.454642,0.177472,-3.627126
2,170,21.453287,4,-0.464673,0.045259,-0.136908,0.189747,-0.247041,0.023905
2,173,19.713322,3,-0.342548,0.755718,0.503369,-0.115498,0.298434,-0.02347
3,172,23.661438,3,0.367155,0.339509,0.089147,-0.079344,0.586238,0.037642
2,154,20.2395,4,0.36934,0.898007,0.45811,0.607117,0.970899,0.239831
1,170,20.415224,3,0.327571,-0.767815,-0.092945,-1.387591,0.673375,0.590631
2,170,37.716263,4,-0.218967,-0.095556,0.097082,-0.039406,0.149672,0.36771
2,167,16.852522,4,-0.628567,-0.484221,-0.70334,-0.262266,-0.005116,-4.286798
3,168,24.801588,2,0.345542,0.311473,-0.78698,-0.180088,-1.123913,0.189223
1,170,19.031141,2,0.058066,0.168693,-0.269527,0.018568,0.381878,-0.076125
2,169,19.257029,3,0.080408,0.595067,-0.293333,-0.331766,-0.153878,-1.256892
2,169,21.357796,3,0.902522,0.046241,-0.529184,0.581952,-0.739205,-0.571842
2,171,21.545092,4,-1.717273,0.339509,0.565063,0.074502,0.550126,0.679174
2,173,21.718065,4,-0.084943,0.197711,-0.150425,-0.320435,0.623804,0.082134
2,171,27.358845,2,-0.198811,0.472124,-0.398425,-0.365686,-0.374031,0.246528
1,166,21.048048,4,-0.095385,-0.237353,0.120888,0.159498,0.685428,0.393459
2,167,28.685144,3,-1.833325,1.162255,-1.274552,-0.042313,0.523207,-0.69485
2,170,19.031141,3,-0.208525,-0.503567,-0.283537,-0.458233,-0.683607,0.029662
1,168,28.69898,3,-0.065515,0.603757,-0.545054,-0.601151,-0.120052,-1.073951
1,163,22.959087,3,0.088665,0.614413,-0.182166,-0.2534,0.171445,0.055066
2,178,22.724403,3,-0.618853,-0.342915,0.452035,-0.433256,1.457083,0.405487
2,158,24.835764,2,-0.455688,-0.237353,-0.041612,-0.450704,-0.386083,0.215608
2,156,26.709402,3,-0.475116,0.349181,-0.00987,-0.173955,0.121873,0.227399
2,169,19.607157,3,0.902522,0.879644,-0.509592,-0.180894,-0.869934,-0.048892
1,178,22.724403,3,-0.044631,0.594576,-0.25601,0.484522,-0.897734,-0.447224
2,176,20.983988,4,-0.064787,0.585885,-0.053268,0.013749,0.927354,0.429028
1,181,19.840664,3,-0.065515,0.320654,-0.398425,-0.576117,-0.374031,-0.177023
2,175,22.530613,3,0.080408,0.632776,-0.248075,0.093962,-0.615956,0.539029
2,173,22.720438,3,-0.87573,0.738338,-0.17237,-0.265795,0.050482,0.169754
2,157,39.758205,3,-0.064787,0.321146,-0.119177,0.127489,-0.058428,0.370135
1,176,23.243801,3,-0.18764,0.036569,-0.521249,-0.052696,0.006937,0.129631
2,178,19.568235,3,-0.741707,1.163238,-0.658082,-0.25011,-0.494993,0.366788
1,159,29.666548,3,-0.208525,0.330818,-0.303129,-0.776689,-0.69566,-0.494032
2,162,23.624447,4,0.61359,-0.21899,0.44224,-0.319184,0.915301,-0.450336
2,161,21.604105,4,0.327571,0.294093,0.219906,-0.70425,-0.132105,0.569667
2,152,20.775623,3,-0.465402,1.712064,-0.398425,-0.8402,-0.754998,0.298599
2,171,23.255018,3,-0.743163,-0.219973,0.997016,0.336407,0.351746,-0.117026
1,158,21.230572,4,0.345542,0.329836,-0.267666,0.346681,-0.120052,0.188219
1,165,26.446281,3,-1.009754,-0.199644,0.75509,-0.294703,0.308201,-3.619113
3,167,22.948116,4,0.367883,0.065587,1.274404,1.13398,0.661323,-0.054869
2,176,23.243801,2,-0.208525,-0.219973,-0.303129,0.171815,0.43145,-2.205325
3,168,22.321428,3,-0.075229,0.320654,-0.529184,-0.503443,-0.191443,0.494448
2,170,19.377163,3,-0.886173,0.349181,-0.435748,0.050673,0.651603,0.529196
1,175,21.224489,2,0.481023,0.178857,0.136759,-0.234459,-0.358284,0.167932
2,176,20.983988,2,0.902522,0.065587,-0.057482,-0.960025,0.121873,-0.566198
1,150,20.888889,2,-0.18764,-0.09703,-0.562786,-0.306283,0.282688,-0.552039
1,167,24.740938,3,-0.474387,0.321637,-0.283537,-0.780984,-0.064454,0.233551
2,164,22.308149,3,1.991227,2.043082,1.516329,1.361891,1.665183,-0.485808
2,174,19.817677,3,-0.752877,-0.37046,0.079351,0.021052,0.242836,0.43775
3,178,20.830704,4,-0.741707,0.329836,-0.025741,-0.056048,-0.132105,0.079627
2,160,23.046875,3,0.346999,0.59605,-0.78698,-0.344799,-1.489087,0.26349
2,178,28.405504,3,-1.020197,-0.655528,-0.338591,-0.747149,0.391598,0.538363
2,168,22.675737,4,-0.320936,0.746537,0.255368,0.360781,-0.247041,-0.034539
2,172,21.971336,3,0.348455,0.311473,-0.251796,-0.191806,-0.120052,0.147521
2,170,27.681662,4,-0.053616,1.030131,-0.566507,-0.380172,0.115847,0.37294
2,172,18.591131,4,-0.322392,0.187547,0.087287,-0.114528,0.397624,0.267841
3,173,20.381569,3,0.345542,-0.200627,-0.564646,-0.337035,-0.132105,0.102968
2,186,24.858366,4,0.040095,-0.767815,0.513164,0.354043,0.375852,0.062704
2,163,19.948059,4,-0.465402,0.747028,-0.398425,-0.189735,-0.50102,0.216895
2,165,25.711662,3,-0.609868,-0.077684,-0.824303,-0.545963,-0.253068,-0.032114
3,163,19.948059,4,-0.205611,-0.465858,1.258533,0.087139,1.478856,0.530641
2,170,25.951557,4,-0.320936,0.196729,-0.424092,0.03989,0.000911,-0.025575
2,165,22.038567,3,0.346999,-0.238336,0.180722,-0.44057,0.915301,0.511356
1,172,21.633316,4,-0.476572,0.046241,-0.303129,-0.319184,-0.132105,-0.949566
3,160,19.140625,3,0.099835,0.861281,-0.00987,0.892813,0.066275,0.362742
3,173,19.713322,4,0.06098,1.447815,0.477702,-0.088977,0.419397,0.325488
1,168,18.778345,4,0.06098,0.879644,-0.303129,0.061812,-0.132105,-1.818597
2,173,26.729927,3,-1.154949,1.01226,-0.432027,-0.024094,-0.634035,0.101762
