"educv","heightv","BMIv","healthv","consv","extrav","agreev","emov","autov","riskyv"
2,187,21.447567,3,0.222689,0.329344,-0.136908,-0.597625,-0.374031,-1.42871
2,157,23.530367,3,0.346999,0.329836,-0.303129,-0.080669,-0.386083,-0.502587
2,175,19.265306,2,0.355984,0.735881,-0.02388,-0.469147,-0.181677,0.239831
2,174,21.469151,3,0.078951,-0.237353,-0.287258,-0.173364,-0.441682,-0.318402
2,180,22.530865,3,-0.731993,0.595067,-0.40636,-0.257141,-0.064454,-4.286798
2,173,17.374453,4,-0.03346,0.888334,-0.790701,-0.726339,-0.754998,-2.234935
2,168,23.030045,4,0.346999,0.614413,0.251647,0.588675,-0.132105,0.066354
1,172,20.957273,4,-1.01874,0.879644,0.106878,-0.403729,-0.380057,-0.089217
2,170,21.453287,3,0.080408,1.163238,-0.248075,-0.458778,-1.489087,0.29852
2,168,19.486961,3,-0.486286,-0.085883,-0.283537,-0.165906,-0.429629,0.222064
1,168,24.09297,4,-0.60914,0.055423,-0.55485,-0.734721,-0.225269,-1.855877
2,175,21.87755,3,-0.34182,0.187547,-0.529184,0.147023,-0.50102,0.213306
2,175,27.755102,3,0.881637,-1.90514,-0.216333,-0.936302,-0.925533,-0.008237
1,162,26.672764,3,-0.055073,0.726209,-0.683748,-0.847564,-0.064454,-2.094502
1,172,37.182262,1,-0.999312,-0.777488,0.303546,-0.075307,0.915301,0.251958
2,170,21.799309,3,-0.198082,0.34,0.122749,-0.316047,-0.253068,-0.936685
1,174,23.781214,3,0.327571,0.614413,-1.013035,-0.719025,-1.731013,0.255344
2,180,18.209877,1,0.090122,0.16246,-0.00987,0.302806,-0.159904,-0.033441
2,164,20.449137,4,0.080408,-0.085391,0.085426,0.254205,-0.017169,-0.087211
2,162,32.388355,3,-1.29723,0.481797,-0.211554,-0.428824,1.224878,-0.677713
2,170,28.719723,3,-0.209253,0.736373,-0.164435,-0.230448,-0.203496,0.441959
2,168,27.990362,2,-0.208525,-0.503567,-0.564646,-0.333388,-0.132105,0.198225
2,156,35.338593,2,-0.177926,0.584411,-0.132694,-0.166734,0.360059,-0.164486
2,175,40.816326,3,-0.457145,0.631793,-0.251796,0.584605,-0.485227,0.415956
2,175,23.836735,3,-0.055073,0.451796,-0.70334,-0.465275,-0.358284,0.303254
2,167,28.32658,3,-0.465402,-0.09703,-0.40636,-0.513399,-0.655808,-0.167036
1,167,20.79673,4,-0.475844,-0.370951,-0.174231,-0.14907,0.242836,-0.117928
2,168,30.116213,4,-0.765505,0.309507,-0.216333,-0.284097,-0.052401,-0.689113
2,185,25.420015,3,0.86221,0.879644,-0.006149,-0.161953,-0.993184,0.0127
2,169,20.657539,3,-0.330649,-0.361278,0.390341,-0.357092,-0.132105,0.116841
2,160,33.203125,3,-0.62031,0.339509,-0.30499,-0.180608,0.397624,-0.570727
2,172,21.295294,4,0.757327,0.870462,-0.267666,0.07275,-0.528819,-0.08068
2,162,26.672764,2,-0.073044,0.718993,-1.028906,-1.213396,-1.786611,-0.194764
2,177,19.78997,3,1.437161,-0.217024,-0.529184,-0.544038,-1.247162,-2.089343
1,173,19.379198,3,0.078951,-1.356315,0.267518,0.23983,-0.441682,0.329534
1,163,26.346495,4,-1.277802,0.349181,0.216185,0.585195,0.363799,-0.99276
2,158,26.037495,3,-0.627839,1.021441,-0.414296,-0.33359,-0.810596,0.442099
2,176,16.141529,2,0.635931,0.61343,-0.541333,-0.707757,-1.235109,0.238263
2,164,29.372396,3,-0.444517,0.036569,-0.447898,-0.929837,-0.507046,0.191709
1,165,20.56933,3,-0.148056,0.718993,-0.351306,-1.026379,-0.393517,0.173864
1,175,29.387754,3,-0.742435,0.878661,-0.303129,0.06051,0.248863,-1.89482
1,170,22.145329,3,0.224145,-0.503567,-0.303129,-0.469194,-0.132105,-1.796259
1,175,17.632652,3,-0.743163,0.025913,-0.529184,-0.198341,-0.064454,-0.741492
2,168,21.967121,3,0.901794,-0.494877,-1.181117,-0.780664,-1.030749,-1.077627
2,165,19.467402,4,0.058066,1.030623,-0.62448,0.038596,-0.17939,0.377153
2,164,20.449137,2,0.078951,-1.034029,0.513164,1.115846,-0.132105,0.007052
1,167,21.513859,3,0.346999,-0.21899,0.44224,-0.051857,0.351746,0.475025
2,179,26.840611,3,0.078951,-0.502584,-0.303129,-0.330145,0.43145,-0.895263
1,172,23.999458,3,-0.184726,1.731409,0.290831,1.002816,-0.107999,-0.280756
3,170,23.183392,4,0.76777,-0.939122,-1.040562,-0.446125,-1.743066,-0.200279
2,170,22.49135,3,0.902522,0.444088,-0.769249,0.129762,-1.356072,-0.444316
1,163,34.62682,2,-0.216782,-0.484221,0.042028,-0.647003,0.423137,-0.149352
2,167,21.513859,2,0.080408,0.065587,-0.041612,-0.337035,-0.568671,0.196281
2,170,26.98962,3,0.203261,-0.10572,-0.685609,-0.835986,-0.816623,0.198648
1,165,28.650137,3,0.080408,-0.485204,-0.025741,-0.173364,-0.132105,0.273277
2,172,21.633316,3,0.461595,0.33131,-0.338591,-1.639584,0.23681,-3.983151
1,168,17.71542,3,-0.738793,0.026896,-0.322721,-0.692462,0.363799,0.025374
1,157,24.341759,3,0.881637,0.59605,0.454389,-0.690587,1.157227,0.324199
2,164,29.7442,4,-0.743163,0.063622,-0.061203,-0.578981,1.181332,0.381867
1,168,35.43084,3,0.634474,-0.237353,0.477702,0.065338,0.109821,1.040007
2,172,25.351542,2,0.615046,1.021932,1.276264,0.925584,0.54036,0.255912
2,178,23.671253,4,-0.18764,-0.199644,0.477702,0.307096,0.109821,0.119928
2,158,20.829996,4,0.634474,0.614413,0.75509,0.727725,0.673375,0.281575
2,168,20.549887,3,1.169113,0.594084,-1.310015,0.461156,-1.235109,0.173864
2,156,32.873108,3,1.435704,0.295075,0.568219,-0.815273,-1.743066,-0.32584
1,170,31.141869,3,0.327571,0.597032,-0.025741,-0.87635,-0.187703,0.211538
2,174,24.772097,1,0.881637,0.330818,0.75509,-0.812331,0.109821,0.400232
2,174,21.469151,4,-0.886173,0.300817,-0.55485,0.229698,-0.082487,0.205102
2,175,22.530613,4,0.326114,-0.483238,0.219906,0.29621,0.43145,-0.918041
2,170,29.411764,3,-0.044631,-0.057356,0.5211,1.2789,0.713227,0.167169
2,180,29.320988,4,0.881637,-0.21899,-0.061203,0.431847,0.871756,0.147397
2,180,24.691359,1,-0.208525,0.065587,0.251647,0.199962,-0.132105,-4.286798
2,166,24.314123,4,0.346999,0.329836,0.75509,0.628495,0.109821,0.329457
2,174,22.12974,2,0.594162,0.065587,-0.493721,-0.690118,-0.925533,0.133245
1,167,21.155294,3,-0.475116,-0.238336,0.216185,0.065104,0.419397,-0.978483
1,168,21.967121,4,1.169113,-0.503567,-0.929395,-0.077744,-0.120052,-2.003306
2,168,29.053288,2,0.881637,0.330818,-0.080795,-0.312058,1.423258,0.176515
1,168,26.927437,4,-0.618125,0.065587,0.588869,0.120222,0.915301,0.211238
2,175,27.755102,3,0.040095,0.614413,-0.064925,0.16109,0.296148,-2.430825
2,170,25.951557,4,-0.454231,-0.371443,0.337147,0.584759,1.203105,0.023745
1,169,22.758307,4,0.099835,0.879644,0.013443,0.226356,-0.869934,0.261964
1,176,19.369835,3,1.169113,-0.520947,-1.829328,-0.946244,-1.786611,0.269622
1,172,25.689562,3,0.059523,0.614413,0.981145,0.189545,0.915301,0.044717
2,176,28.08626,3,-0.453503,0.329836,0.261443,0.920164,-0.380057,0.076845
2,161,25.847769,2,1.17057,1.712064,0.212463,-0.419144,0.097768,0.099639
2,164,22.308149,3,1.169113,-0.219973,-0.046473,-1.056086,-0.615956,-0.677124
2,175,20.244898,3,0.06098,-0.768798,1.016607,-0.72646,0.109821,-0.159857
2,172,19.267172,3,0.62476,0.188039,-0.675813,-0.044614,-0.810596,-0.653225
1,168,23.384354,3,-0.205611,1.42847,0.945682,-0.036968,1.157227,0.150285
2,159,20.568806,1,1.437161,1.163238,0.212463,-0.398407,0.462943,0.178079
1,172,23.661438,3,0.728186,-0.502584,-0.816368,-1.083506,-1.153998,-0.812136
2,189,23.235632,3,-0.475116,0.064604,0.45811,-0.308767,0.351746,-0.79767
3,179,21.534908,4,0.081865,0.898007,0.997016,0.730968,0.915301,0.164341
1,165,21.671259,3,1.169113,0.861281,1.516329,0.522188,1.720781,-3.363258
2,178,24.93372,3,0.594162,1.447815,0.461831,-0.814252,0.474995,0.173864
2,159,24.524345,2,1.169113,0.59605,-0.548776,-1.089248,-1.568791,-0.032293
2,172,30.42185,3,1.004491,-0.624544,-0.429674,0.766195,0.871756,-0.237656
2,176,23.566631,3,-1.011211,0.026896,0.513164,0.122466,0.177472,0.280934
2,159,24.128792,3,0.61359,0.330818,0.271239,0.221696,-0.937585,0.326169
2,162,19.051973,3,-0.577813,0.747028,1.250598,1.072091,1.451057,-2.94363
2,168,19.84127,3,0.367883,-1.071738,-1.032627,0.083828,-0.869934,0.052755
2,164,30.487804,4,0.346999,0.879644,-0.509592,0.200506,-1.743066,0.579049
1,172,35.154137,3,1.991227,0.084933,1.516329,-0.26196,2.284336,-0.117752
2,176,27.117769,3,0.078951,0.350164,0.703757,0.065694,0.407344,0.016027
2,168,24.801588,4,-0.18764,0.046241,-0.303129,0.963492,-0.132105,0.280934
2,173,19.379198,2,-1.029182,0.035586,-1.353413,-0.047986,0.078328,-0.28866
2,170,31.83391,3,0.090122,-0.199644,0.243712,-0.108587,0.33226,0.481482
2,180,25.925926,2,0.615046,0.935715,-0.267666,0.460942,0.189524,-0.689113
2,165,26.078972,3,0.387311,-0.256698,0.568219,1.024193,-1.235109,0.454725
2,175,19.591837,3,0.86221,-0.786178,0.715906,-0.67958,1.212825,0.051717
3,174,23.120625,3,-0.189097,-0.237353,-0.545054,0.076467,-0.881987,0.122359
2,172,32.449974,2,-0.207068,1.163238,-0.806572,-0.974397,0.697481,0.022724
2,165,23.507805,3,-0.475116,0.046241,-0.303129,-0.447461,-0.187703,0.208989
1,182,26.264944,3,0.881637,0.18853,-0.509592,-0.213184,-0.925533,0.173864
3,160,21.09375,3,0.89208,0.044276,0.21011,-0.320688,-0.503306,0.092375
2,172,21.633316,3,0.192819,-1.05141,-0.328795,-1.034946,0.242836,0.149703
2,157,32.04998,3,0.040095,0.879644,0.196593,-1.363701,0.04217,-0.421794
3,165,22.773186,4,0.366426,0.862264,0.033035,0.369241,-1.365838,0.211963
2,166,25.402817,3,0.058795,-0.095556,-0.78698,-0.632892,-0.615956,-1.883599
2,166,18.870663,3,0.078951,-0.219973,0.009722,0.079402,-0.429629,-0.259658
1,174,20.808561,3,0.625489,0.187547,-0.511453,0.44076,-0.832369,0.238887
2,174,22.12974,3,-0.741707,0.065587,0.735498,0.581784,0.915301,0.21489
1,170,22.49135,4,0.346999,0.045259,1.535921,0.115388,0.804105,-0.057214
2,162,22.10029,2,-0.350806,-0.389805,-0.340452,-0.115466,0.329973,-1.485516
2,176,22.275311,2,0.902522,0.89899,1.500459,1.123798,0.395292,0.387201
3,183,18.513542,3,0.633746,0.065587,0.356739,0.129077,-0.757284,0.217172
2,165,31.221304,3,1.589884,-1.051901,0.59259,-0.045598,0.419397,-0.039309
2,171,25.306932,3,0.098379,-0.218007,0.200314,-0.220358,0.419397,0.451445
2,175,24.489796,3,-0.052888,0.880135,0.608461,0.794372,0.054222,0.604829
2,167,24.740938,3,1.035089,0.188039,-0.006149,-0.24837,-1.191564,0.282938
2,183,24.784258,3,-0.071587,0.48278,0.98908,-1.202653,0.760513,0.071364
2,169,23.108435,3,0.070694,-0.597982,0.98722,0.546909,2.008585,-0.074023
2,175,22.204082,3,-0.493087,0.633758,-0.057482,0.571252,0.62983,-0.57487
3,168,20.195578,4,1.435704,-0.823887,-1.587403,-0.176346,-1.743066,0.123256
2,175,19.591837,3,0.06098,0.89899,-0.584238,-1.080941,-0.199756,0.642484
2,158,28.040379,3,0.345542,-0.199644,-0.025741,-0.05948,0.121873,-0.065741
3,170,24.221453,4,0.366426,-0.218007,1.05207,1.383456,0.685428,0.737847
2,168,30.116213,3,0.346999,0.329836,-0.30685,-0.191028,0.927354,-0.293634
2,165,25.711662,3,0.071422,1.864025,-0.921953,0.142653,-1.223056,-0.322145
2,163,24.088223,4,-0.207068,0.34869,-0.443684,-0.599816,0.215037,0.238107
1,170,25.605536,3,0.460866,0.065587,-0.295194,-0.262208,-0.441682,0.041728
2,177,31.600115,3,0.346999,-0.501601,-0.041612,-0.600715,-0.132105,-0.368501
3,170,24.221453,3,-2.941458,0.289179,-2.645622,-0.425514,-1.024676,-0.773158
2,165,26.446281,3,-0.248837,-1.318606,0.212463,0.077749,1.113681,0.375009
1,173,20.715694,4,0.481751,0.198203,-0.917739,-0.203903,-0.925533,-0.46036
1,168,24.447279,3,0.346999,-0.767815,0.477702,-0.366438,0.165419,0.895379
2,176,17.110022,3,0.903979,0.61343,0.013443,0.335674,-1.743066,1.06474
1,170,25.259516,3,0.769226,1.438634,-0.25601,-0.651452,-1.743066,0.185895
2,161,25.076193,3,0.595619,0.861281,1.242662,-0.183499,0.859703,-0.291592
1,177,23.939482,3,0.901065,-0.237353,-0.513313,0.108449,-0.937585,0.182264
2,168,26.57313,3,1.036546,1.305527,-0.396565,-0.319469,-1.467315,0.302088
2,162,18.289894,3,1.169113,0.06657,-0.342313,-0.550573,0.351746,0.12057
1,167,27.609451,2,0.070694,0.056406,0.319416,-0.130485,0.125567,0.179117
2,170,22.49135,4,1.17057,0.59605,-0.509592,0.321066,-1.433489,0.447191
2,168,31.887754,3,0.902522,0.879644,0.232055,1.112603,0.109821,0.512337
2,168,28.344671,3,1.178098,-0.455203,1.769911,0.872622,1.847771,-0.033938
2,164,22.308149,3,0.327571,-0.218007,-0.564646,-0.993122,-0.441682,-0.061014
2,178,24.618103,3,0.326114,-1.052392,-0.842034,-1.110271,-0.441682,0.162718
1,158,22.432302,3,0.098379,0.349181,0.477702,0.472119,0.927354,0.072045
2,176,22.275311,2,0.080408,0.755718,-0.295194,0.704701,0.840217,0.146957
1,162,38.103947,3,-0.188368,0.04575,0.866257,0.286872,1.070089,0.088691
2,176,25.826447,1,0.202533,0.065096,0.114814,-0.198341,-0.380057,-0.773158
1,172,31.097891,3,0.594162,0.102313,-1.864791,-1.37381,-0.925533,-0.013166
2,165,23.875114,3,0.615046,0.311473,0.75509,-0.29835,0.109821,0.123259
2,168,22.321428,4,0.501907,0.500651,0.727563,1.041399,0.831904,0.265574
2,179,24.65591,4,0.090122,0.168693,-0.136908,0.735831,-0.147851,-0.053267
2,182,18.717546,3,0.070694,-0.362261,-0.025741,-0.000835,-0.231295,-0.015593
2,166,36.289738,3,0.099835,0.879644,-0.303129,0.179128,-0.441682,0.128409
2,168,23.384354,3,0.346999,-0.787161,0.200314,-0.604597,0.109821,0.346863
2,170,28.373703,3,0.461595,0.349181,0.253508,-0.902608,-0.606236,0.065192
2,164,25.28257,2,0.902522,0.879644,-1.474375,-1.383139,-0.860168,0.313531
2,161,30.477219,3,0.078951,-0.464875,1.258533,0.471594,0.605725,0.019957
2,173,23.388687,3,-0.476572,-0.465858,0.216185,0.197263,0.927354,0.329534
3,175,26.12245,4,-0.874274,0.340491,0.618257,-0.219121,-0.209522,0.280934
2,169,21.007668,3,-0.341092,-0.474548,0.616396,0.373261,0.546386,0.083498
2,175,30.367348,2,0.213703,-0.067029,0.2731,-0.73375,-0.439395,-0.129783
1,159,23.733238,3,1.169113,0.330818,-0.164435,-0.486481,0.094074,0.147217
2,168,30.116213,3,0.892808,0.349673,0.981145,-0.69663,0.252556,0.173864
2,160,21.875,3,0.499722,0.463925,0.998876,0.843395,0.484762,0.116322
1,164,24.910767,3,0.347727,-0.085391,0.485637,0.00842,0.518587,0.066635
2,174,23.781214,3,0.481023,0.065587,-0.443684,-0.674558,0.552413,0.430108
2,165,20.202021,3,0.634474,0.065587,-1.048497,-0.583267,-1.10812,0.214967
2,168,28.344671,3,-0.370233,0.435398,0.587008,-0.989572,0.64329,-0.18372
3,176,22.598141,3,0.080408,-0.767815,1.032478,0.863176,0.617777,0.173864
3,163,22.582708,3,-0.18764,0.188039,0.384266,0.396649,-0.253068,0.335992
2,168,22.675737,3,-0.361248,0.046241,-0.041612,-0.711365,-0.878247,0.12494
3,168,23.738663,4,0.365698,-0.39997,0.530896,1.108449,0.1279,0.056226
2,176,24.535124,3,-0.0932,0.472616,0.087287,-0.535663,0.242836,0.38347
2,165,23.507805,4,-0.177926,0.340491,-0.546915,0.833002,-0.689633,0.295852
2,180,30.864197,2,0.633017,-0.198661,0.735498,1.258966,1.113681,0.174585
1,178,26.196188,3,-1.183362,-0.615363,-0.372193,-1.513665,1.611872,0.425137
2,170,31.141869,3,0.212246,-0.096047,0.997016,0.302914,1.224878,0.155618
2,168,19.486961,3,0.901794,0.330818,-0.779045,-0.044932,-1.024723,0.293844
2,156,28.353058,0,1.17737,0.321637,-1.014896,-0.012961,-0.538539,0.173864
2,158,22.432302,3,0.615775,0.623594,0.721488,-0.144573,0.357773,-0.036623
2,167,24.740938,3,-0.064058,0.614413,0.616396,0.31614,0.109821,0.397848
2,180,25.617285,3,0.634474,-0.52193,-1.345477,-0.033415,-0.374031,0.236383
2,161,28.934069,3,0.327571,0.349181,-0.041612,-0.721913,-0.69566,0.329776
1,167,24.740938,3,0.901065,0.879644,-1.068089,0.684969,-0.628009,0.525103
1,172,32.449974,4,-0.216053,-0.06752,0.598665,-0.211266,0.456963,-0.266588
1,173,32.74416,3,0.89208,-1.316641,0.214324,-0.916826,1.357893,0.362058
3,183,20.603781,3,0.61359,0.330818,0.251647,0.089725,0.121873,0.138658
2,172,20.281233,2,1.035089,-0.095556,0.477702,0.015418,0.673375,0.143586
2,176,20.983988,3,0.615046,1.447815,-0.041612,-1.238715,-0.69566,0.942599
3,173,21.718065,4,-0.475116,0.349181,0.180722,-0.194554,1.169279,0.169011
2,167,25.099501,3,0.348455,0.349181,0.477702,-0.326619,-0.199756,0.039567
3,169,26.959841,4,1.025375,0.06657,1.284199,-0.289865,-0.304972,-0.031896
1,169,28.71048,3,0.079679,-0.492911,0.764886,0.25031,0.425424,0.202313
2,165,26.446281,3,-0.18764,0.044276,0.196593,0.959066,1.169279,0.267338
3,172,22.309357,2,0.902522,0.198203,0.911515,0.036345,0.115847,0.22008
2,160,27.34375,3,0.901065,0.312455,-0.00987,-0.926,-0.751258,0.173864
3,174,22.12974,3,0.768498,0.747028,0.14048,-0.183092,-1.064575,0.135267
2,175,26.44898,3,-0.21751,-0.095064,-0.691684,-0.939494,-0.937585,0.25916
3,170,20.761246,4,0.224145,0.189021,-0.78698,0.468742,-1.024723,0.643649
2,174,25.102392,4,0.62476,0.480323,0.856461,0.744307,0.881476,0.08099
2,163,28.604765,3,0.460138,-1.051901,0.513164,-0.438514,-0.032915,0.053641
2,170,29.065744,0,-0.104371,0.208367,0.21011,-1.839777,0.115847,0.069963
2,170,35.294117,2,0.080408,-0.482256,0.180722,-0.772505,0.661323,1.68639
3,164,28.25699,2,0.193547,-0.483238,0.398276,-0.236414,0.360059,0.209554
2,169,31.161373,3,1.458045,0.614413,0.751369,0.240018,0.605725,0.072049
1,175,19.591837,3,-0.454231,-0.370951,-0.017806,0.446349,0.276662,-0.07424
2,170,27.681662,3,1.303865,0.728174,0.459971,0.402251,1.147507,0.369394
3,172,22.985397,3,0.081865,-0.181281,-0.096666,-0.222822,1.169279,0.047025
2,170,21.799309,3,0.769226,1.021441,-0.685609,-0.281051,-0.915813,0.232287
2,165,27.54821,3,0.060252,0.879644,0.077491,-0.975106,0.673375,0.192628
2,172,20.281233,3,0.338013,-0.333581,-0.164435,-0.201609,-0.286893,0.100618
2,171,21.545092,4,0.346999,0.898007,0.235776,0.204388,-0.132105,0.315461
3,168,25.510204,3,0.222689,0.189021,0.747155,-0.123693,0.109821,0.162958
3,169,23.808691,3,0.622575,0.614904,0.095222,-0.136355,-0.519099,0.413952
2,162,30.864197,4,-0.607683,0.481797,0.466045,0.72576,0.661323,0.457094
3,174,19.817677,4,1.178827,0.737847,0.013443,0.876596,-1.052522,-0.047729
2,163,23.711845,3,0.347727,0.329836,-0.562786,-0.355253,-0.816623,0.392175
2,162,24.386526,3,-1.697845,1.16373,-0.227425,-0.10645,0.732714,0.225216
2,169,28.010223,3,0.574734,1.466178,-0.802851,-1.263975,-1.433489,0.294805
2,172,21.295294,2,0.758056,-0.502093,0.150276,0.813513,-0.90376,0.136469
2,168,37.202381,2,0.192819,0.481797,0.321277,-0.60275,0.230783,0.100192
2,162,28.577961,3,-1.029182,-1.033047,0.75509,-0.180207,0.673375,0.202936
2,180,26.234568,2,-0.341092,0.055423,0.216185,-0.403588,0.645576,-0.21568
2,173,26.06168,3,-0.245923,-0.218007,0.945682,-0.493579,1.466803,-0.053823
2,175,22.857143,4,0.080408,-0.767815,0.44224,0.061812,0.915301,0.181928
2,163,18.818924,3,0.615046,-1.032064,-0.338591,-1.106435,0.728974,0.068219
2,168,29.053288,3,1.292695,-0.473566,0.085426,-0.743259,0.363799,0.07341
2,170,23.529411,3,1.303137,-0.085883,0.634127,0.304559,0.369825,0.154614
2,168,20.904196,3,1.035089,0.34,0.745294,0.369883,0.484762,0.246026
2,178,21.14632,3,1.026104,-0.208826,1.379496,0.420207,0.909275,-0.003264
2,168,20.904196,4,0.367883,0.045259,0.981145,0.35828,0.296148,0.108379
2,170,22.145329,3,0.758784,0.074769,-0.693544,-0.848498,-0.971411,0.173864
2,164,19.705532,2,1.035818,0.463434,0.130684,-0.479805,-0.943612,0.251941
2,174,29.396221,2,1.703752,1.996641,-0.671034,-2.453176,1.665183,0.533804
3,163,18.066168,3,0.62476,-0.654545,-0.15836,-0.164414,0.115847,0.278908
2,179,20.598608,4,0.080408,0.880627,0.75509,0.563294,-0.144158,0.173864
2,160,23.4375,3,-0.762591,-0.644873,0.087287,0.168393,0.552413,0.051037
2,168,21.967121,4,0.615046,1.163238,-0.806572,-1.249676,-0.374031,0.122476
2,180,31.481482,3,0.778212,-0.095556,1.127774,0.028664,1.605845,0.323839
3,182,24.151672,4,1.58017,0.879153,0.12647,0.197131,-1.185537,0.173864
2,180,19.753086,3,0.881637,-0.094573,0.6066,0.089544,0.159392,0.058414
2,183,25.082863,3,0.212975,0.169184,-0.283537,0.008338,-0.683607,0.179598
2,163,24.464602,3,-0.741707,0.330818,0.75509,0.204436,-0.763311,-0.195103
2,175,22.204082,3,-0.455688,0.047224,0.529035,1.112247,-0.386083,0.243339
2,176,21.952478,2,0.080408,-0.484221,0.997016,0.06863,0.661323,0.278926
2,180,23.765432,3,0.758784,0.065587,1.274404,0.234538,0.788312,0.214412
3,168,31.179138,3,0.758784,-0.2103,-1.595338,-1.199518,-1.389897,0.026734
2,173,26.06168,3,0.595619,0.595067,-0.806572,-1.221052,-1.810717,-0.060565
2,167,30.477966,3,-0.885444,0.50016,1.117978,0.077767,1.853797,0.181002
2,182,23.54788,3,0.635931,0.605231,1.397227,-0.00331,0.435143,0.612576
2,176,19.369835,2,0.36497,0.065587,0.513164,0.606573,0.939407,0.075376
2,169,23.458563,3,1.167656,-1.052392,0.961553,0.834859,1.411205,-0.051704
3,180,24.074074,3,0.901065,-0.200627,-0.025741,-0.440099,-0.69566,0.065111
2,170,25.605536,3,1.437161,0.59605,0.513164,-0.440409,-0.386083,0.162351
2,173,21.383942,3,0.099835,-0.502584,0.997016,0.585028,0.915301,0.346679
2,174,23.781214,3,0.61359,0.312455,-0.006149,0.35828,0.189524,0.44924
2,170,25.259516,4,0.346999,-0.502584,0.75509,-0.170073,0.109821,0.095187
2,165,26.078972,3,-0.454231,-0.522913,-1.08396,-0.989523,-0.683607,-0.058864
2,164,24.538965,3,0.612133,0.065587,0.009722,0.207679,-0.374031,0.049731
2,175,42.448978,2,-1.316658,1.712064,0.422648,-0.362651,1.522401,-0.31856
2,170,25.951557,3,0.61359,1.145858,0.47026,0.544214,1.665183,0.173864
2,168,24.801588,3,0.059523,0.59605,-0.545054,-0.447461,-0.683607,-0.125187
3,178,21.461937,3,0.901065,-0.767815,0.029313,0.588675,-1.179511,0.105653
2,165,22.038567,2,0.615046,0.046241,0.774682,-0.184277,-0.132105,0.183691
2,174,39.635353,3,1.17057,0.028861,0.513164,-0.404255,-1.005237,-0.109472
3,176,27.440599,3,1.169113,-0.483238,0.251647,-0.176964,0.375852,0.110946
2,174,23.781214,3,-0.24738,0.632776,0.774682,-1.225007,-0.330485,0.337213
2,170,32.871971,3,0.61359,0.349181,-1.864791,-1.113139,-1.235109,0.441679
2,163,24.464602,2,0.387311,-0.255716,-0.061203,-1.363749,-0.398136,0.312814
2,165,20.56933,3,0.329028,0.385907,1.535921,0.085937,1.788433,0.135707
2,168,20.549887,3,0.326114,-0.750435,-0.842034,-1.003089,0.487048,0.119928
2,169,33.262142,4,0.346999,0.898007,-0.513313,-0.294703,-1.247162,0.18425
2,172,26.027582,4,-0.496,-0.21899,0.180722,-0.472653,1.169279,0.106012
2,174,26.423571,3,0.36934,0.879644,0.029313,0.060912,-0.615956,0.34173
2,162,22.10029,2,-0.207068,0.046241,0.235776,-0.202223,-0.441682,0.210679
2,168,29.053288,3,1.169113,-0.767815,0.473981,-0.31968,0.859703,0.173864
2,176,29.054752,3,0.327571,0.898007,-0.287258,-0.601944,-0.441682,0.543693
