"educm","heightm","BMIm","healthm","consm","extram","agreem","emom","autom","riskym"
2,184,22.152647,3,-0.198811,0.330818,-0.164435,0.08145,-0.231295,0.787687
2,178,26.511805,3,-0.743163,-0.238336,0.75509,0.995286,0.617777,0.415114
3,177,22.343515,3,0.346999,-1.05141,1.016607,0.731607,0.673375,0.079311
3,178,26.511805,4,-1.98532,0.217057,0.703757,0.405883,0.986692,0.239189
3,179,19.974407,4,0.087936,-0.797817,-1.31795,-0.233289,-0.516766,0.215855
3,181,22.587833,3,-0.513971,0.044276,-2.106716,-0.029581,0.21363,0.187056
2,170,21.107267,3,0.080408,0.349181,0.255368,0.204388,-0.374031,0.150207
1,183,25.680075,4,-0.208525,-0.21899,-0.509592,-0.169717,-0.107999,-2.057678
1,173,24.391058,4,-0.741707,0.329836,1.223071,-0.098923,1.466803,0.242595
2,198,20.151005,3,-0.227952,-1.335986,0.45811,-0.348183,1.478856,-0.3456
2,185,22.790358,4,-1.554107,0.870954,-0.162574,-0.006068,-0.407856,0.511052
2,185,23.374725,3,-0.783476,1.446832,-1.099831,-0.710833,0.697481,0.441381
3,194,24.710384,3,0.614318,0.189021,-1.310015,-0.770414,-1.433489,0.629072
3,175,23.183674,4,0.078951,0.328853,-0.822443,-0.333436,-0.937585,0.496076
2,185,26.004383,2,-0.209981,-0.219481,-0.297054,-0.159052,0.143646,0.36122
2,192,21.430122,3,-0.741707,-0.645855,0.452035,-0.073675,0.611751,0.711101
3,187,22.877405,3,-0.331378,0.311473,-0.006149,0.2129,-0.628009,0.363264
2,182,21.132713,3,-1.29723,0.328853,-0.596388,-0.977971,0.121873,0.31791
1,185,24.251278,2,0.634474,-1.05141,0.532756,0.460802,-0.17565,0.2352
2,179,28.08901,2,0.080408,0.472616,-0.632415,-0.537546,0.384165,0.135546
3,185,19.284149,3,0.078951,-0.806507,-0.248075,0.189311,-0.925533,0.317267
3,179,24.343809,3,0.191362,0.311473,-0.529184,0.106568,-0.473221,0.453091
2,177,25.216253,3,-0.198082,-0.228663,-0.285398,-0.136145,-0.07048,0.355323
2,186,20.233553,3,-0.608411,0.737847,-0.041612,0.175683,-0.286893,0.346522
2,180,25.308641,4,-1.143778,0.188039,-0.303129,0.140286,-0.132105,0.251084
2,173,26.395803,3,-0.197354,-0.238336,-0.303129,-0.285503,0.43145,-3.540695
2,178,26.511805,2,-0.066972,-0.646838,0.120888,0.740214,-0.187703,0.413668
3,178,23.04002,4,-0.507171,-0.36177,0.198453,-0.052129,0.893528,0.0993
2,175,22.204082,4,-0.897343,-1.053375,-0.154639,0.26861,0.155699,-0.037788
2,174,23.781214,4,-0.950014,0.859316,-0.228483,1.069914,-1.223056,-0.086308
3,178,24.93372,3,0.345542,-1.620564,-0.029462,0.244256,1.23693,0.41969
2,172,27.379665,4,0.078951,-0.787161,1.535921,0.738546,0.605725,-1.33096
2,172,27.379665,4,-0.189097,0.045259,0.290831,1.112603,-0.671554,0.206592
2,190,24.930748,4,-2.941458,0.289179,-2.645622,-0.425514,-1.024676,-2.529978
2,190,22.714682,4,-0.597969,0.063622,-0.041612,-0.846862,-0.259094,0.17657
2,181,26.555965,4,-0.743163,-0.219973,0.493573,0.331652,0.982952,0.24813
2,177,22.024323,3,-0.741707,-0.749452,-0.287258,0.570945,0.43145,0.558674
2,187,18.301924,3,-0.061873,-0.254733,-1.123144,-0.335104,0.800365,-0.507071
2,182,25.661152,3,-0.600154,0.330327,-0.025741,-0.055846,-0.69566,0.436507
2,178,21.461937,4,-1.315201,1.42847,-0.248075,0.083424,-0.615956,0.298777
2,182,24.151672,3,-0.476572,-0.096047,-0.667878,-0.317421,0.062535,0.499844
2,176,21.952478,3,-1.020925,-1.611873,0.051824,0.127539,0.865729,0.171702
2,198,20.40608,4,-0.207068,-0.361278,-0.17237,0.207987,0.685428,0.349029
2,185,23.959095,4,-1.295773,-1.035995,0.703757,0.724789,1.732834,0.268903
2,184,35.444233,2,-1.256918,0.878661,-0.248075,-0.141308,-0.727152,-0.773158
3,194,24.178978,4,-0.313407,-0.228171,0.390341,1.145025,0.840217,0.442423
2,185,27.757486,3,0.61359,0.878661,0.200314,-0.087983,0.617777,-0.773158
2,183,20.603781,2,0.06098,0.026896,0.251647,-0.148339,-0.132105,0.433696
2,178,22.724403,3,-1.054437,0.009516,-2.645622,-1.516386,-0.492707,-0.301304
2,176,24.212294,3,-1.277802,0.61343,-0.584238,-0.740403,0.419397,-0.773158
2,193,28.188677,3,-2.272796,-1.601218,0.739219,-0.215835,1.490909,0.121055
2,188,20.937075,3,0.324657,-0.520947,1.258533,0.233295,0.915301,0.280934
3,200,20.5,3,0.902522,-0.503567,0.045184,1.522505,-0.615956,0.156261
2,184,25.697069,3,-0.475116,-0.749452,-0.248075,0.182466,0.201577,0.209554
3,185,19.868517,3,-0.207068,-0.502584,0.513164,0.856048,0.177472,0.286508
2,183,25.680075,3,0.899608,-0.52193,0.251647,0.863531,0.177472,0.173864
1,198,28.058361,3,0.101292,-0.52193,-0.322721,-1.032941,-0.707713,0.365224
1,192,26.041666,3,0.92195,0.614413,-0.287258,0.62196,-0.386083,0.79258
1,178,25.880571,4,-1.298687,-1.071738,0.45811,-0.451887,-0.465787,-1.396919
2,180,25,2,-0.743163,0.026896,0.200314,0.157799,0.363799,0.171697
2,185,21.913805,3,-0.189097,-0.237353,-0.806572,-0.051622,0.133926,0.337113
2,183,23.291229,4,0.068509,-0.493894,-0.287258,0.22733,-0.132105,0.370704
2,190,24.930748,4,-0.455688,-0.238336,-0.006149,0.336312,-0.628009,-0.432326
2,170,26.98962,4,0.222689,0.178857,-0.433888,-0.471135,0.177472,0.547689
2,186,26.59267,4,0.058795,0.04575,-0.287258,-0.386032,-0.358284,0.302125
2,189,23.515579,4,-0.208525,0.575721,0.196593,0.325944,0.804105,0.583943
2,176,29.377583,4,0.901065,0.614413,1.761976,1.24088,0.339693,0.381147
2,182,25.661152,3,-0.475116,-1.052392,-0.564646,0.18301,0.43145,-0.354983
2,178,24.93372,3,0.078951,1.163238,-0.790701,-0.137615,-0.683607,0.626244
1,179,27.776911,3,-1.163934,-0.096047,-0.182166,-0.082812,-0.011142,0.428267
3,179,26.528511,3,0.099835,0.309507,-0.263945,0.172284,0.145979,0.041655
2,163,26.346495,2,-0.475116,-0.730107,0.735498,0.962592,1.113681,0.255708
2,178,24.93372,3,-0.074501,0.036077,-0.017806,0.064832,0.121873,0.193274
3,181,21.366869,4,-0.209253,0.311473,-0.416156,0.350399,-0.253068,0.343975
1,187,28.024822,4,0.367883,-0.503567,0.251647,0.218452,-0.132105,0.334793
3,187,23.735308,4,0.366426,-0.482256,0.009722,0.782205,-0.064454,0.47895
2,172,27.717686,4,-0.475116,-0.645855,-0.564646,-0.07854,-0.132105,0.160071
1,189,19.596315,3,-1.030639,0.614413,-0.041612,-0.351878,-0.132105,0.22728
2,183,26.277285,3,-0.310493,-0.389805,-0.424092,-0.296867,-0.971411,0.112993
3,190,21.052631,3,0.059523,0.026896,0.235776,0.742923,-0.132105,0.207951
2,185,21.913805,1,0.059523,-1.05141,-0.025741,0.268611,0.066275,-0.58778
3,182,24.151672,3,0.058795,0.339017,-0.39049,0.275357,-0.374031,0.142371
3,187,26.309017,3,-0.762591,-0.910595,0.743433,0.985652,1.478856,0.483907
1,183,22.395414,3,0.058066,-1.336969,-0.00987,0.217814,0.43145,0.019397
2,185,21.913805,3,-0.331378,-0.086374,-0.416156,-0.341095,-0.407856,-0.905798
3,190,24.930748,3,-1.297958,0.177874,-0.719211,-0.430984,0.121873,-0.143792
3,178,23.04002,4,-0.475116,0.329836,-0.303129,-0.326901,-0.259094,0.458564
2,192,22.786459,4,-0.34182,0.207384,-0.93547,-0.097243,-0.748972,0.514624
2,193,26.309431,3,-0.475116,-1.072721,-0.303129,-0.212828,0.43145,0.322839
3,183,29.860552,1,0.36497,-1.638927,-1.08396,-0.308055,-0.374031,-0.036623
1,173,25.059307,4,0.078951,0.045259,-0.564646,-0.465951,-0.132105,0.185973
2,187,26.594984,3,-1.161749,0.055914,-0.164435,-0.068349,-0.259094,0.778526
2,184,25.697069,3,-1.021653,-0.380133,-0.578656,-0.851471,-0.280867,0.192449
3,176,24.212294,3,0.211518,-0.09703,-0.798637,-0.597353,-0.628009,-0.030929
2,175,26.12245,4,-0.454231,-0.768798,0.75509,0.848923,0.673375,0.06375
2,189,20.436157,3,0.902522,-0.541275,-1.290423,0.351745,-1.365838,-0.11414
2,172,26.365602,3,-1.154949,-0.351606,0.582794,-0.165906,-0.431962,0.258781
2,175,29.387754,4,-0.62031,0.329836,-0.015945,0.025965,-0.126079,0.455936
2,178,20.199471,4,-1.338999,1.163238,-0.600109,-0.686212,0.927354,0.311933
3,182,24.453568,4,0.510164,0.207384,0.43746,1.775224,-0.50476,0.473814
3,187,22.305471,3,0.058066,0.055423,-0.025741,-0.096831,-0.132105,0.25856
3,176,23.889463,3,0.221232,-0.788635,0.101297,0.346612,0.899555,0.47334
1,187,26.309017,4,0.078951,-0.21899,-0.529184,0.189545,-0.628009,0.209995
3,185,25.712198,4,-0.619582,0.340491,0.091501,0.54769,0.63955,0.288902
2,187,24.59321,4,0.367883,0.31049,-1.310015,0.054095,-1.997044,0.186417
2,182,22.944088,3,0.078223,0.197711,-0.128972,-0.133524,-0.219242,0.16332
3,180,18.518518,4,-0.352991,-0.086866,0.235776,-0.501206,0.657629,-0.18108
2,173,26.729927,3,-0.763319,-0.361278,-0.832238,-0.837887,-0.352258,0.17657
2,202,17.645329,4,0.367883,0.349181,-0.319,0.307996,-0.132105,0.066713
2,186,26.014568,4,0.099835,0.879644,0.477702,0.460754,0.673375,0.244086
2,170,23.875433,3,-0.454231,-0.768798,0.235776,-0.608196,0.487048,-4.286798
2,192,27.126736,3,-1.029182,-0.219973,-0.287258,0.467879,-0.132105,-0.054226
3,175,26.12245,1,0.633017,1.021441,-0.521249,0.487471,-0.092253,0.057836
2,176,24.212294,4,-0.352991,0.45327,0.261443,0.107942,0.000911,0.252003
2,185,23.374725,3,0.077494,-1.337952,-1.08396,0.586095,0.133926,0.750475
3,193,22.819405,3,-1.040353,-0.389314,0.346943,-0.072409,0.546386,0.639339
2,185,23.374725,4,-0.609868,0.45327,-0.658082,0.213196,-0.494993,0.04013
3,192,23.328993,3,-0.207796,-0.503075,-0.174231,-0.054249,0.397624,0.013703
2,186,21.967857,4,-0.34182,-0.36177,-0.779045,-0.037488,-0.925533,0.10042
2,186,21.678806,3,-0.630024,-0.503567,-0.191962,0.013631,0.490788,0.169051
2,185,24.251278,4,0.078951,0.86948,-0.816368,-0.868159,-0.153878,-0.079176
3,183,23.291229,4,-0.043174,-1.232389,-0.461415,-0.386271,0.209011,0.44543
2,170,23.183392,4,-0.361976,0.055423,-0.148564,0.259,-0.032915,0.096609
3,172,21.971336,4,-0.618125,0.463434,-0.277462,-0.279146,-0.280867,0.025274
2,173,21.049818,3,-0.065515,0.339017,-0.015945,-0.059611,-0.098279,0.284903
2,194,23.913275,2,-0.494543,-0.52193,-0.251796,-0.158877,-0.937585,-0.012206
2,174,27.08416,3,0.34627,-0.381115,0.079351,0.137042,-0.011142,0.257213
2,191,24.122147,3,-0.741707,-0.256698,0.493573,0.848923,0.363799,0.261526
3,180,25,3,0.096922,-1.070755,-0.232204,1.229919,-0.814336,0.491106
1,170,25.951557,3,0.068509,-0.503567,-1.068089,0.259816,-0.374031,-0.144098
2,196,23.427738,3,-1.15422,0.04575,0.095222,0.135954,0.143646,0.091397
3,187,17.72999,3,-0.484101,-0.541275,-1.351552,-1.000923,0.167752,0.490147
2,187,28.596758,4,0.635931,0.879644,0.045184,-0.408897,-1.489087,0.182329
3,175,26.775511,4,0.068509,0.320654,0.913376,0.879226,0.022683,0.414975
2,173,25.059307,4,0.078951,-0.50455,-0.303129,-0.143007,-0.005116,0.218734
3,183,20.902386,4,-0.434803,-0.787161,0.235776,0.445911,-0.949638,0.372804
2,177,22.343515,4,-0.18764,0.065587,-0.232204,0.570185,-0.560358,0.141266
3,187,24.59321,3,0.099835,-1.317624,0.493573,0.984325,1.23693,0.262847
2,184,21.561909,3,-0.302236,-0.237844,-0.006149,0.543298,-0.881987,0.07552
1,187,20.875633,4,0.080408,1.163238,0.997016,0.46021,0.605725,0.006003
1,183,26.874496,4,-0.475116,0.615395,0.981145,0.061456,0.407344,0.136489
2,185,19.576334,4,0.058795,-0.484221,-0.027602,-0.166036,0.115847,0.153392
2,176,24.212294,4,-1.60559,0.633758,-1.38094,-0.554335,0.121873,0.382913
2,180,32.407406,4,-0.032732,-1.630728,0.174647,0.106185,-0.459761,0.177113
2,178,23.671253,4,-1.020925,0.187547,-0.269527,0.403422,0.437476,-0.092086
3,179,24.343809,3,-0.473659,-0.23637,0.477702,0.200318,0.363799,-0.054428
3,187,21.447567,4,0.387311,0.31049,0.513164,1.49748,-0.330485,0.105618
2,181,24.72452,3,-0.343277,0.745554,-0.00801,0.474982,-0.380057,0.099758
3,187,29.168692,3,-0.631481,0.330327,-0.121037,0.490856,-0.247041,0.275842
2,180,24.074074,1,-0.208525,-0.503567,1.016607,0.73485,0.363799,0.323244
3,175,24.163265,4,0.366426,0.331801,1.016607,0.852166,0.419397,0.242319
2,161,26.233557,4,-0.536313,-1.053375,-0.370333,-1.216722,-0.818909,0.510753
2,181,26.250725,3,-0.197354,0.055914,-0.326935,-0.838874,0.078281,0.508949
2,190,22.714682,3,0.101292,0.046241,-0.006149,0.471949,-0.993184,0.119287
2,187,21.733536,4,-0.741707,-0.219973,-0.006149,0.72119,-0.374031,-0.075976
2,183,20.902386,4,-0.741707,0.02493,-0.232204,1.115612,0.455556,0.280934
2,178,22.408787,4,0.078951,0.329836,0.513164,0.019099,0.177472,0.024066
2,182,26.566839,2,-0.475116,0.036569,0.626192,0.42345,0.83419,0.230665
2,182,23.54788,4,-0.711837,-0.361278,0.219906,-0.004244,0.657629,0.372003
2,191,24.396261,3,0.633017,-1.071738,-0.267666,0.233247,-0.374031,0.486089
2,172,27.379665,2,-0.475116,-0.558656,2.039364,1.122193,1.355607,0.449439
1,173,23.722811,4,-1.316658,-1.884812,1.05207,-0.012889,1.248983,-0.096815
2,190,20.775623,3,-0.599426,0.452287,0.469767,0.193816,-0.171957,-0.04465
2,181,20.756388,3,-0.075229,-0.760108,-0.30499,0.040667,0.088048,0.075361
2,178,22.724403,3,0.098379,-0.52193,-0.545054,0.083546,-0.120052,0.439414
1,178,23.671253,3,-1.851296,-0.485204,-0.303129,-0.120705,-0.132105,0.395944
2,172,24.675501,3,-0.208525,-0.503567,0.251647,0.221696,0.375852,-0.199662
2,176,23.243801,4,-0.342548,-0.229154,-1.050358,0.213196,-0.550591,0.472318
2,189,22.115843,4,0.634474,0.879644,-0.564646,-0.066465,0.375852,0.678654
2,173,21.718065,4,0.61359,0.082967,0.719628,0.592913,0.970899,0.304794
2,198,23.466993,3,-0.619582,0.481797,-0.166296,-0.189712,0.778592,-0.083846
1,184,22.152647,2,0.34627,-1.062557,0.216185,0.042514,0.23681,0.34604
2,178,25.249338,4,-1.133336,-0.068011,0.319416,0.735159,0.986692,0.050574
1,181,27.166449,3,-0.475844,0.046733,-0.416156,0.26087,0.000911,0.114534
3,187,23.163374,3,-0.341092,-0.238336,-0.293333,-0.508356,-0.280867,-0.928187
2,175,24.489796,3,0.920493,-1.601218,0.497294,0.73968,0.685428,0.307566
2,180,29.629629,3,-1.29723,-0.238336,0.513164,0.082646,-0.386083,0.107661
2,176,25.826447,3,0.099835,0.594084,0.513164,0.71653,0.995005,-0.266243
2,172,22.309357,4,-0.876459,0.044767,-0.067278,-0.279859,0.651603,-0.247754
2,178,23.355637,4,-0.609868,0.055423,0.208249,-0.599294,0.13762,-2.145713
2,185,21.329437,3,-2.119344,-0.911087,-0.08687,-0.695043,0.147386,0.195261
1,185,27.757486,4,-0.186183,-0.23637,0.774682,0.955467,0.685428,0.053442
3,176,29.700413,2,-1.020925,-0.228171,-0.675813,0.14038,-0.219242,0.408159
2,180,27.469135,2,-0.743163,-1.070755,0.513164,0.349334,0.177472,0.330503
1,183,31.353579,2,0.078951,0.047224,0.719628,0.449793,0.605725,0.12057
1,168,28.344671,3,0.345542,0.879644,-0.283537,0.086789,-0.374031,0.342208
1,168,26.57313,3,-0.60914,0.879644,-0.295194,0.394744,0.43145,0.272234
2,190,22.714682,3,0.080408,-0.768798,0.774682,0.193071,0.177472,0.436011
2,178,26.827421,3,-0.352991,0.074769,-0.529184,0.000786,-0.219242,0.175449
1,182,28.680111,3,0.096922,0.879153,0.160072,1.053944,-0.532559,0.649563
2,198,23.977144,4,-0.341092,0.472616,-0.182166,0.019111,0.397624,0.521341
3,173,26.729927,3,0.096922,-1.336969,-0.771109,0.86024,-0.417576,0.237589
2,190,22.160666,4,-1.027725,-1.052392,0.44224,-0.208947,0.788312,0.460186
3,192,24.685329,4,-0.720822,-0.21899,0.306701,1.511733,0.003197,0.113311
3,173,24.725183,4,-1.030639,0.178857,0.190518,0.21155,-0.205782,0.254306
2,183,20.902386,3,0.901065,0.614413,-0.493721,0.445959,0.201577,-0.773158
2,182,27.774424,3,-0.322392,0.187547,-0.041612,-0.348231,0.177472,0.06469
2,182,24.151672,3,-1.020197,-0.086374,-0.285398,-0.103981,-0.126079,0.116702
2,184,28.946125,4,-0.207796,0.339509,-0.652007,0.207655,0.316514,-0.334502
2,174,24.772097,4,0.346999,-0.541275,0.75509,0.471171,0.673375,0.335513
3,183,24.485653,3,-0.475116,-0.238336,-0.025741,0.04337,-0.076507,-0.286013
1,176,27.440599,3,-0.762591,-0.34095,0.095222,0.18963,0.651603,-4.286798
2,180,24.691359,2,-0.454959,-0.655037,-0.439962,-0.40329,0.183498,-1.703093
2,182,22.642193,4,-0.465402,0.045259,-0.295194,-0.070323,0.121873,-0.019252
2,175,22.857143,3,0.212975,0.329836,-0.398425,0.020992,-0.374031,0.318912
1,182,23.245985,4,0.901065,-0.520947,0.271239,1.134336,-0.937585,0.15165
2,195,23.668638,4,-0.969442,0.31049,-0.232204,0.577949,-0.615956,0.084239
2,176,19.369835,3,0.633017,-0.484221,0.735498,0.841798,1.478856,0.480119
2,173,30.071169,2,1.187812,-1.195172,-0.455833,-0.628036,0.92964,-2.098738
2,178,24.93372,4,-0.18764,0.614413,0.513164,0.571012,0.177472,0.310894
2,194,24.444681,3,-0.343277,0.746537,-0.121037,0.349973,-0.120052,0.249714
2,181,23.503555,4,-0.207068,0.614413,-0.354462,-0.361516,0.165419,0.587425
2,185,25.420015,4,-0.198082,-0.503567,-0.006149,-0.276707,-0.092253,-1.59266
2,178,19.883854,3,-0.331378,-0.503567,-0.545054,-0.33359,-0.374031,-4.286798
2,178,22.724403,3,-0.055073,0.746046,-0.045333,-0.132487,-0.017169,0.376838
2,176,24.212294,4,-0.454231,-0.21899,0.235776,0.970665,-0.386083,0.18373
3,192,20.887587,3,-0.507171,0.035094,0.251647,-0.295045,0.050482,-0.294878
2,180,24.074074,3,-0.198811,0.187547,-0.025741,0.00809,-0.259094,-0.402318
2,182,22.642193,3,-1.009754,-0.947812,0.026158,-0.590132,-0.338798,0.682349
2,192,23.057726,4,0.099835,-0.502584,-0.025741,0.460988,-0.076507,0.13593
2,195,28.665352,3,-1.031367,-0.787652,1.103968,0.391322,1.04229,0.422734
2,183,23.888441,3,-0.761863,-0.21899,0.077491,-0.070619,0.165419,0.319393
2,190,22.99169,3,-0.344005,1.163238,-0.051407,0.072383,0.496815,-0.033293
3,185,23.374725,3,0.346999,0.329836,1.016607,0.595566,0.673375,0.331465
2,184,24.220226,3,-0.189097,0.898007,0.235776,0.306861,-0.132105,0.222948
2,179,18.101807,2,0.367883,-1.05141,-0.755239,0.456966,-0.814336,0.882004
2,193,19.866304,4,-0.752877,-0.237353,-0.443684,-0.276577,-0.011142,0.586866
3,184,21.561909,3,-0.475116,-0.219973,-0.303129,-0.469194,-0.132105,0.388806
3,187,27.16692,3,-0.207068,-0.503567,0.251647,-0.07449,-0.132105,0.314176
2,176,24.857954,4,-0.219695,-0.370951,0.241851,0.216309,0.524614,0.001129
2,170,27.681662,3,-0.18764,0.452778,0.235776,0.197263,0.121873,-2.962162
1,173,24.056934,2,0.881637,-0.52193,-0.080795,-0.843111,0.915301,0.207951
2,180,27.469135,2,0.62476,-0.362261,-0.182166,-0.238675,-0.038941,0.446193
2,178,22.724403,3,-0.208525,0.216074,-0.402146,0.228798,0.657629,0.098958
2,187,21.733536,3,0.326114,0.614413,-0.267666,0.092045,-0.247041,0.267885
1,187,27.738855,3,0.326114,-0.218498,-0.39049,-0.030728,-0.247041,0.264273
2,187,24.307243,4,-2.25264,-0.920268,-0.424092,0.41636,0.354079,0.254893
3,181,25.945484,2,-0.723736,0.044276,0.009722,-0.17372,-0.064454,0.630256
2,182,25.05736,4,-0.351534,0.339509,-0.017806,0.272885,0.403651,-1.859529
2,176,26.472107,4,-0.742435,-0.228171,-0.45348,-0.178278,0.109821,0.121733
2,186,24.569315,3,-0.198082,-0.228171,-1.137154,-0.403545,-0.110332,-0.054226
2,183,20.902386,3,-1.196718,0.452778,0.089147,-0.544542,0.193264,-1.0084
2,177,27.131413,3,0.078951,-0.502584,-0.00987,0.189189,-0.386083,0.50345
1,186,24.858366,3,0.36934,-0.23637,0.290831,0.602691,-0.615956,0.110068
2,176,30.668905,4,-1.422268,0.604248,-0.285398,-0.013559,-0.253068,0.3137
3,189,23.795527,3,-0.18764,-0.360296,-0.033676,0.524963,-0.441682,0.572088
2,187,23.449341,3,0.098379,-0.750435,0.251647,0.727725,-0.076507,0.722565
2,185,26.296566,3,-0.722279,0.064604,-0.283537,0.340146,-0.120052,0.046185
3,204,20.665129,3,0.057338,-0.21899,-0.132694,0.421261,0.022683,0.137194
2,176,35.511364,3,-0.34182,0.61343,-0.257871,0.0153,0.167752,0.311853
2,178,22.09317,4,-1.163206,0.462943,0.467906,0.122046,0.075995,0.19724
3,189,25.195263,3,-0.875002,0.34869,-0.439962,-0.70732,0.000911,0.244224
1,171,29.410759,2,-0.189097,0.614413,-0.529184,0.431895,-0.374031,0.1893
2,197,32.209023,3,-0.476572,0.311473,-0.802851,0.564362,-1.123913,0.604907
2,183,23.589836,4,-1.812441,-0.500619,1.516329,1.365135,1.97476,0.173864
3,186,23.991213,4,0.212246,0.727683,-0.68747,-0.740877,-0.513072,0.240235
2,194,24.710384,3,-1.276345,-0.766833,0.235776,0.025518,-0.330485,0.219984
2,180,23.456791,3,-0.475116,-0.21899,0.235776,0.190184,0.43145,-0.030568
1,186,27.459822,3,-1.583249,0.349181,0.461831,0.036243,0.109821,-3.47596
2,189,25.195263,4,-0.773033,0.870462,-0.174231,-0.257225,0.115847,0.440417
2,197,26.540236,3,-0.229409,-1.052392,0.513164,0.350565,-0.132105,0.022724
2,172,25.351542,2,0.346999,-1.070755,-0.061203,-0.71114,0.109821,0.364784
2,184,22.448015,3,-0.208525,0.036569,-0.293333,0.079898,-0.253068,0.261243
2,178,24.618103,3,-0.761863,-0.361278,1.133849,0.919183,1.24665,0.284463
2,176,19.369835,3,0.236045,1.145858,0.758811,-0.484985,-0.640062,-1.189091
2,186,25.436466,3,-0.054345,0.339017,-0.416156,-0.650719,-0.352258,-0.502938
2,176,23.243801,2,-0.352991,0.330818,0.22412,0.222287,0.490788,0.176628
2,176,24.535124,3,0.880909,-0.228663,-0.515667,-0.395928,-0.018576,-0.782904
1,185,24.835646,4,0.488551,0.321146,-0.269527,0.342752,0.155699,0.303172
3,186,22.256908,4,0.366426,-0.503567,0.529035,0.599092,0.43145,0.02144
2,180,24.382715,4,0.635931,0.064604,0.232055,1.365087,0.221017,0.620629
2,178,28.721121,4,0.078223,-0.085883,-0.511453,-0.164509,-0.677581,0.590554
2,174,21.469151,4,-0.18764,0.046241,0.719628,0.706582,0.661323,0.183694
2,175,29.061224,2,-0.18764,-1.071738,-0.303129,-0.319184,-0.132105,0.350106
2,186,26.88172,4,-0.208525,0.349181,0.729423,-0.013526,0.568159,-0.01782
2,172,18.253109,4,-0.209981,-0.229154,-0.537119,0.207809,0.062535,0.257055
2,178,27.458654,3,-0.343277,0.04575,-0.287258,-0.120187,0.022683,0.257019
2,160,19.53125,4,-0.061873,-0.484713,1.397227,0.444381,0.716921,0.48248
2,170,21.453287,4,-0.496,-0.086374,0.095222,0.412761,-0.138131,0.188923
1,172,21.971336,1,-0.188368,0.330327,0.106878,-0.321077,0.155699,0.102968
2,189,22.955685,3,0.078951,-0.52193,-0.251796,0.632377,-0.120052,0.404206
3,178,27.774271,3,-0.199539,-0.362261,0.37447,0.520856,0.304461,0.132283
3,180,21.604939,3,0.077494,-0.238336,-0.251796,0.19608,-0.064454,0.29918
2,182,25.661152,4,-0.189097,-0.768798,0.493573,0.486014,0.673375,-0.507449
2,180,24.691359,3,0.096922,-1.886778,-1.048497,-0.043689,-0.473174,-0.089602
3,185,19.868517,4,-0.752877,0.453761,-0.537119,0.07972,-0.219242,0.067077
2,190,24.930748,3,0.346999,0.329836,-0.267666,-0.3305,-0.374031,-0.158295
2,183,22.694019,3,-0.876459,0.633267,-0.443684,-0.173103,0.524614,0.072648
2,180,27.777779,3,-0.487015,-0.077193,-0.650147,-0.11653,-0.241015,0.029523
1,172,29.069767,2,1.169113,0.330818,-0.545054,0.069576,-0.628009,0.211799
