"educm","heightm","BMIm","healthm","consm","extram","agreem","emom","autom","riskym"
2,184,21.266541,4,-0.475116,-0.21899,-0.025741,-0.052401,-0.132105,0.13974
2,180,29.320988,3,-0.743163,0.878661,-1.08396,-0.297048,-0.739205,0.329534
2,176,25.826447,3,0.080408,-0.615854,0.530896,1.376095,0.620064,0.095249
3,186,21.389755,3,-0.619582,-0.077684,-0.287258,0.304276,0.221063,0.370023
2,177,21.066744,4,-0.18764,-0.787161,-0.267666,0.054143,-0.683607,0.154977
2,189,22.955685,3,-0.752877,0.04575,-0.053268,-0.118293,0.082021,-0.144183
2,170,25.951557,3,-1.29723,-0.199644,-0.580517,-0.61177,-0.132105,0.421645
2,183,24.784258,3,-0.722279,-0.787161,-0.319,-0.618849,-0.386083,0.486173
2,185,26.296566,3,-1.587619,-0.501601,-0.322721,-0.451343,0.419397,0.066636
3,191,28.233875,4,-0.783476,0.898007,-1.119422,-0.953183,0.066275,0.317188
2,175,23.836735,3,-0.207068,0.178857,-0.53898,0.318366,0.183498,0.376209
2,176,22.598141,3,-0.630752,1.16373,-0.529184,-0.068865,-0.092253,-0.675439
2,188,24.898144,3,-1.523509,0.308525,0.310423,-0.836105,-0.746685,-0.4799
1,194,24.178978,3,-1.542936,0.462451,-0.545054,0.216936,-0.120052,0.424293
1,190,20.498615,4,-1.05298,0.879644,-0.790701,-0.954081,-0.318432,0.437732
2,189,19.316368,3,0.069965,0.330818,-0.806572,-0.524299,-0.50102,0.261563
1,182,22.944088,4,-1.008298,-1.317624,-0.560925,0.091853,0.753079,-1.959217
1,172,27.041645,3,-0.598697,0.206893,-1.040562,0.208128,-0.262788,0.030944
1,188,22.634676,3,-1.277802,0.028861,-1.351552,-0.566524,0.632117,0.156838
2,178,21.461937,4,-0.073772,-0.77798,-0.340452,-0.292535,0.329973,-1.254313
2,172,22.985397,3,0.078951,0.61343,-0.877497,-0.571595,0.673375,0.151408
2,194,22.850462,3,-0.452774,0.027879,0.251647,0.06863,0.121873,0.19963
1,180,25.308641,3,-1.295773,-0.220955,0.981145,0.182654,1.478856,0.681946
2,179,23.095409,3,-0.207068,0.168693,-0.439962,-0.723372,-0.098279,-0.10395
2,174,21.799444,3,-0.207068,0.046241,-0.303129,-0.623087,-0.441682,0.271146
3,169,22.408178,4,-2.385935,0.595067,-1.135293,-0.293355,-0.243301,-0.074759
3,194,21.256245,4,0.36497,0.028861,-0.659943,0.491742,-1.064575,0.33515
2,168,25.510204,3,-0.073772,-0.210791,-0.422231,-0.547796,0.161725,-0.139228
1,196,21.605581,3,-1.316658,-0.522913,-0.560925,-0.461525,-0.374031,-0.019907
3,183,23.888441,3,0.366426,-0.238336,-0.248075,-0.051978,-1.433489,0.431114
2,193,24.69865,4,-0.064787,-0.778962,-0.146704,0.020992,-0.153878,0.086064
2,180,23.148148,4,-1.011211,0.025913,0.735498,0.111693,-0.211809,0.564651
2,180,23.148148,3,-0.741707,1.163238,-1.325885,-0.113458,-0.869934,0.191951
2,187,21.733536,4,0.901065,-0.181281,0.493573,0.845041,-0.707713,-0.073661
2,176,27.117769,3,-0.589712,0.292127,0.608461,0.800943,0.363799,-0.111013
2,178,22.724403,3,0.633017,-0.806507,-0.064925,0.581314,0.915301,0.403081
2,182,23.849777,3,-0.168212,0.329836,-0.287258,0.068393,-0.076507,0.373852
1,170,25.259516,4,0.490736,-0.361278,0.616396,0.061705,0.391598,0.444888
1,176,27.76343,2,0.078951,0.349181,-0.600109,-1.114152,0.165419,-1.097046
1,172,28.731747,3,-0.189097,-0.342915,-0.033676,0.138688,0.177472,0.371844
2,185,24.251278,4,0.037182,0.048207,-0.080795,-0.968098,0.970899,-0.445417
1,176,21.952478,3,-0.743163,-0.627001,-0.32086,-0.355676,0.270635,0.280471
1,184,26.583176,3,0.644188,-0.504058,0.761165,0.970696,0.54036,0.193714
1,184,23.038752,4,-1.410369,0.624085,0.868118,0.812163,1.076116,0.313457
1,194,26.570305,3,-0.474387,0.169184,-0.015945,-0.033901,-0.098279,0.232432
2,187,24.307243,3,0.224145,0.471633,-0.267666,-0.389455,-0.909786,-2.351528
2,188,24.049343,4,0.3351,0.725717,-0.361102,0.248237,-0.328152,-0.139775
2,178,21.461937,4,-0.475116,0.178366,0.473981,0.544033,0.677115,0.383357
3,184,18.312855,4,-0.218238,0.870954,0.111092,-0.65716,0.044456,0.242074
1,176,24.212294,4,-0.43626,-1.602201,-1.622865,-0.240741,-0.881987,0.41844
3,191,22.203339,4,-0.753606,0.339017,-0.045333,0.474958,0.209011,0.065513
1,192,24.956596,4,0.233859,0.71801,0.419729,1.022228,-0.578391,0.232777
2,177,21.70513,4,1.167656,-0.768798,1.52005,0.24466,-0.775364,0.750879
1,188,20.937075,2,-0.433346,0.309507,-0.861626,-0.480034,0.054222,0.244804
1,186,22.545959,3,-0.189097,0.898007,-0.322721,-0.418602,0.927354,0.130235
2,187,26.880951,3,0.266374,0.880627,-1.087681,-0.275717,-0.89404,0.165982
2,185,24.835646,4,-0.208525,0.036077,-0.031816,-0.385357,-0.380057,0.31749
1,184,26.583176,3,-0.743163,-0.52193,-0.529184,-0.715378,-0.683607,0.002151
2,191,22.477453,3,-1.009754,-0.503567,-0.857905,-0.42542,0.375852,-0.698715
1,172,22.647377,3,-0.609868,0.178366,-0.398425,0.343236,-0.092253,0.339864
1,170,30.103806,3,0.76777,0.160494,-0.049054,0.827688,1.788433,0.206847
1,193,25.50404,4,-0.475116,0.349181,0.75509,0.705992,0.673375,0.042371
3,181,22.282593,3,-0.208525,-0.52193,-0.303129,-0.340917,-0.132105,0.153374
1,171,23.597004,4,0.755871,-1.326805,-0.400286,0.749754,0.508867,0.136968
3,181,23.808798,4,-1.319571,0.328853,-1.345477,-0.151369,-0.540825,0.256874
2,180,20.679012,3,0.634474,-0.789126,1.016607,1.112603,-0.08856,0.675709
3,187,22.877405,3,-1.29723,-0.095556,-0.582378,-0.51701,-0.138131,0.407996
1,174,23.120625,2,0.078951,-0.077684,-0.382555,0.031175,0.443503,0.07666
3,183,25.680075,3,-0.877187,-0.085883,0.112953,0.491057,0.304461,0.168089
2,185,24.835646,3,0.367883,0.026896,-0.267666,0.973909,-0.064454,0.788532
1,180,28.395061,3,-1.04861,-0.183247,-0.267666,-0.555187,0.697481,-0.123522
1,174,21.469151,3,0.345542,0.045259,-0.806572,-0.333792,-0.120052,0.022083
2,193,27.383286,3,-0.475116,-0.370951,-0.033676,-0.458505,-0.540872,0.234979
2,185,23.374725,4,-0.990327,0.330818,-0.78698,0.197384,-0.869934,-0.586931
1,180,23.148148,3,-0.475116,-0.503567,-0.826164,-0.212828,-0.132105,0.173864
1,167,23.306681,3,-0.455688,0.045259,-0.842034,-0.454823,0.320254,-0.237448
2,189,29.954369,3,-1.05298,-0.766833,-0.064925,-0.309593,0.915301,0.667669
1,184,22.152647,4,-0.331378,-0.938631,0.243712,-0.03602,-0.104306,0.222431
2,184,22.152647,4,-0.473659,-0.237353,0.255368,-0.106641,-0.429629,-0.140409
2,178,26.511805,3,0.345542,0.310981,-0.788841,-0.441956,-0.494993,0.18299
2,189,20.436157,3,-0.885444,0.065587,-0.285398,0.066701,-0.126079,-0.024674
1,185,24.835646,3,-1.011211,1.305527,-1.08396,-0.030891,-0.572411,-2.239564
2,182,24.151672,3,-0.608411,-0.389805,-0.55485,-0.321303,0.000911,0.458424
2,188,23.766411,3,-1.030639,0.329836,-0.303129,-0.173009,0.022683,-1.917218
1,192,24.142796,3,-0.248837,0.632776,-0.30685,-0.423028,0.927354,-0.543131
1,181,27.166449,3,-2.141685,0.064604,-0.857905,-0.828787,-0.187703,0.063345
2,191,23.573915,4,-0.743163,1.163238,0.255368,0.85271,0.133926,0.031386
1,171,25.306932,3,-0.741707,0.595558,0.063481,-0.115194,0.199244,-0.689429
2,175,29.387754,4,0.099835,-0.237353,0.497294,-0.169952,-0.076507,0.458684
2,178,24.302486,3,-0.743163,-0.787161,0.513164,0.086293,0.121873,-0.042782
1,170,26.98962,4,-0.454231,-0.787161,0.232055,0.306506,0.419397,0.084114
2,178,23.671253,4,-0.166756,0.312455,-0.545054,-0.209397,-0.937585,0.453092
2,185,23.374725,3,-0.475116,-0.787161,0.997016,0.841798,0.351746,-0.062008
1,180,24.691359,4,-0.177198,0.188039,-0.295194,-0.262739,-0.286893,-0.453436
2,182,24.151672,3,0.078951,0.350164,0.290831,1.112603,0.201577,-4.286798
2,172,22.309357,3,-0.720822,-0.237353,-0.354462,-0.636345,-0.398136,0.212961
2,182,22.642193,3,-1.163206,0.879644,-0.127112,0.361524,-0.268814,0.177674
2,189,29.114527,2,0.469852,1.021441,0.409933,-0.040235,-0.473221,0.428429
2,182,26.566839,3,1.178827,-0.814705,1.044134,0.203877,-0.469481,0.048289
1,176,25.826447,3,-1.586162,-0.786178,-1.119422,-0.390967,-0.751258,0.255355
2,195,22.090731,3,-0.186183,0.878661,-1.294144,0.032194,0.003197,-1.490321
1,186,23.702162,3,-1.696388,0.737355,-0.517527,0.473195,-0.207189,0.046665
2,180,29.320988,3,-0.786389,1.429452,-2.126308,-1.252827,-0.306379,0.149001
3,195,22.879684,4,-0.053616,-0.46635,0.774682,-0.269491,-0.032915,0.188463
2,187,24.307243,3,-0.434803,0.879644,0.271239,0.705992,-0.683607,0.122058
3,188,25.746944,3,-0.209981,0.887843,-0.634276,0.225648,-0.157618,-0.016886
2,189,27.434843,3,-0.351534,0.330327,-0.043472,0.061446,0.270635,0.721764
1,178,23.98687,3,-0.619582,0.055423,-0.146704,-0.259058,-0.098279,-0.441634
2,178,20.515087,4,0.080408,-0.503567,-0.580517,-0.453996,0.121873,0.027697
2,186,21.389755,3,-1.418626,-0.768798,0.091008,-1.028022,0.056509,0.354642
2,176,22.598141,3,-0.18764,-0.485204,0.255368,0.973909,-0.628009,0.22499
2,183,23.291229,3,-2.098459,1.163238,-0.81172,-1.18525,0.221017,-0.312456
2,170,26.297577,3,-0.741707,-0.503567,0.255368,-0.338218,-0.628009,-0.356269
2,182,25.359257,3,-0.702851,0.309507,-0.283537,-1.238077,-0.572411,0.277123
2,185,21.913805,3,0.078951,-0.503567,-0.751518,0.064915,-0.603903,0.427217
3,187,36.603848,2,-0.723736,-1.054358,-0.232204,0.33513,-0.417576,0.273884
2,178,22.09317,3,0.62476,0.59605,-0.798637,-0.42739,-0.528819,0.171257
1,176,24.857954,3,-0.742435,0.330327,-0.40636,0.063481,-0.528819,0.359852
1,168,21.967121,4,-0.475844,0.320654,-0.1565,0.12723,0.375852,0.407975
3,180,23.456791,4,0.881637,-0.787161,-0.045333,-0.040802,0.165419,-0.684738
2,190,34.34903,3,-1.163206,0.595067,-0.043472,-0.27511,-0.038941,0.370042
2,190,27.70083,4,-1.607047,0.063622,-0.873776,-1.084394,0.320254,0.103286
1,191,25.218607,3,0.634474,-0.485204,-0.006149,0.710229,-0.881987,-4.286798
1,187,24.307243,3,0.049081,-0.200136,-0.035537,-0.264632,0.524614,0.349206
2,182,24.453568,4,0.101292,-1.052392,0.739219,0.318226,1.490909,-0.022028
2,199,23.231737,2,-1.047153,-0.502584,-0.319,-0.312341,-1.005237,-4.286798
2,165,25.344353,3,-1.009754,0.614413,-0.424092,-0.554068,-0.606236,-2.338873
1,198,21.681461,4,-1.29723,-0.769781,0.216185,0.193239,0.109821,0.027123
1,180,25.308641,3,-0.454231,-0.21899,-0.842034,-0.102047,-0.132105,-1.295253
1,174,25.432686,4,-0.516885,1.446832,-0.548776,-0.056283,0.741027,-0.466548
1,178,22.408787,2,-1.504081,0.291144,-1.377219,-0.824127,0.443503,-4.286798
2,183,19.409359,2,-0.34182,0.737355,0.148416,0.406831,-0.445421,0.29366
2,178,21.14632,4,-0.485558,0.59605,0.112953,-0.104242,-0.540872,7e-05
1,182,26.868736,4,0.059523,-0.769781,-0.30685,0.079946,0.673375,-0.12318
1,185,24.835646,3,-0.186912,-0.229154,-0.17237,-0.292807,-0.540872,0.274058
2,173,30.739416,3,1.189998,1.731409,0.310423,1.248005,-0.969078,0.463652
1,191,24.670376,4,0.634474,0.311473,-0.564646,0.08378,-0.132105,0.498444
2,178,22.09317,4,-0.074501,-0.645364,-0.136908,-0.319432,-0.27484,0.534573
2,184,24.515596,3,-0.74025,0.025913,-0.541333,0.208577,0.455556,-0.035222
2,172,22.985397,3,-0.475844,-0.929941,-0.164435,-0.447756,0.304461,0.372865
1,192,20.61632,4,0.058795,-0.362261,0.269378,-0.047454,-0.225269,0.507664
1,189,21.276001,4,-0.743163,0.737355,0.081705,0.228361,1.070089,0.234438
2,170,25.259516,3,0.388768,1.305527,-1.032627,0.695171,-0.163598,-1.083435
2,178,24.618103,4,-1.008298,0.31049,-0.40636,0.760008,-0.30264,0.252582
2,191,24.944492,3,-0.075229,-0.654545,0.089147,-0.062583,0.022683,0.490264
2,185,24.835646,4,-0.342548,0.065096,-0.035537,0.2753,0.397624,0.145994
2,192,27.669271,3,-0.18764,-0.503567,0.513164,0.991216,-0.020909,0.437809
2,187,20.303698,3,-0.639738,-0.085883,-0.338591,-0.875652,0.264609,0.280934
2,175,24.489796,4,0.634474,0.311473,-1.310015,-0.052261,-1.489087,0.366408
2,196,24.729279,3,-0.472202,0.880627,-0.041612,0.421074,0.43145,-0.139768
2,182,24.755465,3,0.12072,-0.788144,0.981145,0.092388,0.915301,0.231977
3,172,22.985397,3,-1.144507,0.074769,-0.138768,0.082706,-0.352258,0.298638
2,172,23.323418,3,0.366426,-0.503567,-0.00987,0.852166,-0.132105,0.208673
1,173,25.727554,2,0.624032,0.036569,-0.138768,-0.048603,-0.07048,0.146896
3,182,20.528921,3,0.633017,0.594576,-0.261592,-0.058143,-0.761024,0.279671
2,184,23.334122,3,0.327571,0.168693,-1.179256,-0.517422,-1.235109,-0.43309
2,181,21.67211,4,0.615046,-0.219973,-0.560925,0.16528,-0.120052,-0.166674
2,172,27.379665,3,-0.494543,-0.50455,-0.303129,-0.326497,0.62983,0.387203
2,182,31.095278,3,-0.455688,0.064604,-0.041612,-0.062583,-0.132105,0.045062
2,176,30.023243,3,-0.189097,0.349181,1.016607,0.845041,0.363799,0.084079
2,175,20.244898,4,0.34627,-0.788144,-1.048497,-0.035369,-1.179511,0.262067
2,180,21.604939,3,-0.064787,-0.228663,-0.303129,-0.128663,-0.132105,-0.413735
2,184,32.490547,4,0.89208,0.463434,0.382406,0.640433,-0.159904,0.625642
2,184,20.380434,3,1.167656,-0.36177,-1.606995,-0.530039,0.161725,0.219194
2,185,28.634039,4,-0.186183,-1.620564,-0.045333,0.183247,0.363799,0.253669
2,191,30.700912,4,0.078951,0.026896,0.513164,1.105477,-0.132105,-0.449542
1,183,23.291229,4,0.058066,0.329836,-1.587403,0.461888,-0.671554,-0.034616
2,171,26.674875,4,-1.164663,-0.228663,-0.164435,-0.017028,-0.005116,-1.750209
2,180,23.148148,3,-0.208525,-0.256698,-0.548776,0.357642,-0.132105,-0.37991
1,182,26.566839,3,0.101292,-0.503567,-0.493721,0.446194,-0.925533,0.052842
2,184,25.106333,4,-0.344734,0.632284,-0.217629,0.279607,-0.078793,0.515888
2,192,27.940538,3,-1.276345,0.045259,-0.78698,-0.098567,-0.925533,0.227641
2,183,24.784258,3,-0.18764,-0.238336,0.216185,0.72119,0.363799,0.330495
2,175,22.857143,3,0.881637,-1.316641,-0.548776,0.193831,-0.751258,0.209554
2,176,23.566631,4,0.924863,1.164221,0.44224,-0.458826,-0.775364,0.688478
1,189,29.394474,3,-0.699938,-0.768798,0.477702,0.724433,0.617777,-0.079851
2,182,22.340298,4,-0.477301,0.461469,-0.070999,-0.14006,0.429163,0.089434
1,182,24.151672,3,1.169113,-0.238336,-0.493721,0.269279,-1.123913,0.446754
2,182,22.038401,4,-0.18764,0.046241,-0.525463,0.186423,-0.417576,-0.225548
2,176,23.889463,4,-0.486286,-0.644873,0.077491,0.640244,0.391598,0.416972
1,190,29.916897,3,-0.476572,-1.619581,-1.345477,-0.919265,0.753079,0.439934
2,185,24.835646,3,-1.216605,-1.412387,1.761976,1.764807,1.522401,0.975086
3,187,23.449341,2,-0.186183,-0.767815,-0.49,-0.191216,-0.857882,-0.248396
2,191,20.558647,2,0.490736,0.462451,-0.519388,0.077817,-0.649782,0.433915
2,186,20.811655,3,0.069237,0.45327,0.235776,-0.511955,0.177472,0.117924
2,178,23.671253,4,0.348455,0.60474,-0.035537,0.045428,0.143646,0.173223
2,187,22.019503,3,0.655359,0.612447,0.735498,1.512088,1.113681,0.448796
3,186,24.858366,3,0.345542,0.879644,-0.138768,0.004256,-0.19747,0.359796
2,170,24.913494,3,0.059523,0.312455,-0.509592,-0.151631,-1.433489,0.31951
2,177,25.854639,4,1.191454,-0.10572,0.687886,-0.806367,1.423258,-3.639565
1,187,23.449341,2,0.634474,0.311473,-0.00987,0.709639,-0.076507,0.274517
1,193,22.819405,4,-0.165299,0.59605,0.290831,1.104651,-0.615956,-0.424327
2,185,26.588751,2,0.901065,0.59605,0.009722,0.614291,-0.628009,0.407455
2,189,26.315052,3,-0.473659,-0.200627,-0.529184,-0.46955,-1.191564,-0.125084
1,186,24.569315,3,-1.009754,0.59605,1.258533,0.324761,0.462943,0.473702
1,185,23.374725,3,0.346999,0.31049,-1.013035,0.464589,-0.349925,0.403081
2,179,28.08901,3,-0.990327,0.027879,0.461831,0.560762,0.871756,-0.19751
2,187,22.019503,2,0.099835,-0.503567,0.219906,-0.187448,-0.441682,0.197688
2,183,23.888441,3,0.367883,-0.788144,-0.303129,0.172049,-0.330485,0.434166
1,185,23.959095,4,0.594162,-1.167136,0.745294,0.65185,0.83793,0.391534
2,180,22.839506,4,0.223417,-0.351114,1.397227,1.247921,1.224878,0.109283
2,189,25.195263,3,0.078951,-0.256698,0.200314,-0.066465,-0.144158,0.195356
2,184,23.62949,2,-0.475116,-0.503567,-0.303129,-0.461773,0.022683,0.208066
2,180,20.679012,3,-0.18764,0.329836,-0.267666,-0.096102,-0.937585,0.229884
2,175,20.897959,4,-0.60914,1.713046,0.216185,0.777104,0.701175,-0.22867
2,185,20.452885,3,0.901065,-0.768798,0.477702,-0.052166,0.728974,-0.587449
2,183,23.291229,4,0.077494,-1.602201,-0.568368,1.112958,0.927354,0.929606
2,180,21.91358,3,-0.455688,0.330818,-0.025741,0.973909,0.375852,-0.108574
1,176,29.054752,3,-0.434803,0.348199,1.258533,1.123564,0.462943,0.639638
1,170,20.415224,3,-0.886901,-0.096538,-0.17237,0.316674,-0.286893,-0.048453
2,186,20.233553,4,0.345542,-0.219973,-0.248075,1.106068,-1.235109,0.148483
1,179,28.401112,2,-0.476572,0.047224,0.235776,0.310509,-0.076507,0.523063
3,185,23.66691,3,-0.227952,-0.256698,-0.513313,-0.572379,-0.262834,0.406931
2,182,28.680111,3,-0.742435,0.462943,-0.564646,-0.132225,-0.259094,0.351333
2,192,25.499132,4,0.62476,0.074277,0.877913,0.466554,0.221017,0.327291
1,181,23.808798,4,-1.030639,-0.076701,-0.608044,-0.329992,0.320207,0.0525
2,173,21.718065,3,0.346999,-0.644873,0.493573,0.724482,0.617777,-1.89212
2,194,26.304602,3,-0.085671,-0.891741,-0.798637,0.085097,0.260915,0.234012
2,174,28.405338,4,0.080408,1.163238,-0.303129,-0.340917,0.121873,0.389965
2,184,19.789698,3,-0.896615,-0.228171,-0.035537,-0.267984,0.425424,-0.436511
1,185,30.679329,4,-0.608411,-0.750435,0.172787,-0.135727,0.704915,0.061135
2,169,23.458563,4,-0.476572,-0.503567,-0.303129,-0.201868,0.121873,0.945607
2,197,25.76722,4,-0.886173,1.143893,-0.943405,-0.383051,-0.677581,0.173864
2,171,26.33289,4,0.387311,0.026896,0.290831,1.251014,-0.361978,0.33888
2,193,19.597841,4,0.615046,0.868988,0.064776,-0.058593,-1.830203,0.57606
2,196,19.783424,3,-0.743163,-1.05141,0.774682,0.82719,-0.640062,0.201151
2,190,20.498615,3,0.326114,-1.336969,0.473981,-0.041392,0.915301,0.299898
2,179,21.534908,4,0.902522,0.879644,-1.583682,-0.123641,-2.294568,0.016027
3,184,27.76465,4,0.077494,-1.620564,-0.045333,-0.437278,0.165419,0.062425
1,189,21.276001,3,-1.030639,0.614413,-0.182166,-0.064632,0.552413,0.414431
2,185,26.880936,3,0.634474,1.163238,-0.299408,0.156044,-0.572411,0.509393
2,200,28.75,3,-1.030639,-1.053375,0.497294,0.22224,0.43145,0.442581
2,180,25.617285,3,-2.119344,1.163238,-0.912959,-0.95971,0.605725,0.352314
2,176,20.983988,3,0.203261,-0.51324,-0.537119,-0.918388,-1.346352,0.19961
2,181,23.198315,3,-0.475116,-0.21899,-0.025741,-0.169717,0.121873,0.079827
1,167,19.721037,4,-1.011211,0.207384,1.108182,0.918753,1.819972,-0.09866
3,180,24.691359,1,-0.752877,-0.096538,-0.370898,-0.469728,-1.123913,0.050116
3,195,23.668638,3,0.083321,0.046241,1.242662,1.106068,0.462943,-1.47856
2,191,24.670376,3,-0.198082,-0.371443,-0.824303,-0.387003,-0.126079,-0.064094
3,176,26.472107,4,0.633017,-1.356315,0.770961,0.987617,0.982952,0.007251
2,187,22.019503,3,0.193547,-0.077684,-0.740663,-0.974253,0.710941,-0.608185
2,190,26.869806,4,-0.208525,0.19722,-0.164435,-0.317632,-0.259094,0.449115
1,185,24.835646,3,0.901065,0.880627,-1.813458,0.289365,-1.731013,1.029175
1,176,20.338326,4,0.61359,-0.749452,-0.838313,-0.77262,-0.485227,-0.094297
2,180,25.925926,3,-0.475116,0.594084,-0.564646,0.435494,0.121873,0.371208
1,175,22.857143,4,-0.18764,-0.787161,-0.545054,-0.077426,-0.683607,0.067277
1,172,21.971336,4,-0.189097,-0.787161,1.797438,1.903501,1.423258,0.248209
2,169,26.959841,2,-0.731993,-0.767815,0.735498,0.572413,0.788312,0.262847
2,197,22.932825,4,0.078951,0.595067,-0.248075,0.310743,-0.869934,0.324528
3,172,22.647377,3,-0.475116,-0.502584,0.477702,0.123902,0.109821,0.204343
2,193,30.067921,3,-0.513971,-0.21899,1.258533,-0.305287,1.169279,0.660329
2,176,27.440599,3,0.327571,-1.090101,-0.303129,-0.184016,-0.386083,0.169376
2,184,26.878544,3,-0.044631,-0.49242,-0.964858,-0.19854,0.713227,0.203859
1,192,23.057726,4,0.346999,1.731409,0.703757,0.051067,0.915301,0.65163
2,192,28.483072,4,-1.602676,-1.032064,-0.897089,-0.561226,1.788433,0.537136
2,183,23.888441,3,0.202533,0.036077,-1.014896,0.090424,-0.145565,0.112974
2,174,26.423571,3,-0.055073,-0.513731,-0.562786,-0.393894,0.000911,0.568355
1,181,27.471689,3,-1.584705,0.329836,-1.38094,-0.743339,0.121873,-0.404832
2,180,27.777779,2,1.149685,0.311473,-1.53607,-0.553722,-0.294327,-0.231602
1,183,27.770313,2,0.223417,-0.494385,-0.832238,-0.508889,-0.026888,0.281577
2,182,22.340298,3,0.901065,0.860298,-1.032627,0.233247,-1.997044,0.397104
2,173,24.725183,3,-0.361976,-0.370951,-0.416156,-0.205702,-0.153878,0.310827
1,176,24.857954,3,-0.475116,0.045259,-0.564646,0.124352,0.121873,0.150082
2,194,22.584759,3,0.059523,-1.071738,-0.509592,0.058025,-1.671675,0.301908
2,188,23.200542,3,-0.361248,-0.360787,0.067695,-0.065115,0.921327,0.553964
2,177,27.450605,2,-0.207068,-0.21899,-0.303129,-0.604597,-0.441682,0.591679
2,178,24.302486,3,0.901065,0.594084,0.235776,-0.304885,0.177472,0.013984
2,172,23.661438,3,0.479566,-0.086374,-0.433888,-0.388897,0.375852,0.281575
1,181,25.02976,3,-0.168212,-0.806507,-0.299408,-1.23083,-0.572411,0.135765
2,175,20.571428,3,-0.478029,1.162255,-0.493721,-0.484768,-0.306379,0.062349
2,194,19.130619,4,-0.87573,-0.106211,0.235776,-0.405092,-0.132105,0.136568
1,184,26.287807,4,-0.619582,0.87817,-0.424092,-0.164553,0.282688,0.303213
2,173,23.388687,4,0.633017,0.065587,0.997016,0.859696,1.423258,0.293844
3,169,25.909456,3,-0.621038,0.747028,-0.263452,0.340634,-0.413882,-1.162756
2,193,27.651749,3,-0.607683,-0.36177,-0.069139,-0.183603,0.209011,0.139358
2,176,22.598141,3,-0.053616,-0.068011,-0.806572,0.052675,0.006937,0.277346
2,176,30.023243,4,0.36497,0.047224,0.885849,1.251652,1.23693,0.348784
2,180,26.851852,1,-0.053616,0.035094,-0.948987,-0.346585,0.121873,-0.040053
2,205,17.13266,4,0.366426,-1.089118,-1.08396,0.044082,0.133926,0.073773
2,184,26.583176,3,-1.431254,-0.218498,-0.277462,0.20021,-0.380057,0.147257
2,176,26.794937,3,-1.708287,0.177383,-1.337542,-0.429539,0.106127,-0.06983
2,186,23.702162,3,-1.57572,0.178857,-0.164435,-0.118199,-0.342491,0.41355
2,186,26.014568,3,-0.207068,0.046241,-0.322721,-0.099798,-0.144158,-0.149753
2,180,25,4,-0.168212,0.349181,1.258533,1.112603,1.224878,-0.209616
2,176,28.08626,3,-2.396377,0.442123,-1.577607,-0.556017,-0.975104,0.295068
2,183,23.888441,4,-1.008298,0.614904,-0.414296,0.034621,0.034736,-2.006722
1,181,25.640244,3,-0.197354,-0.219973,-0.822443,-0.173386,-0.528819,0.235622
2,180,26.543209,4,0.079679,0.348199,-0.441823,-0.351287,0.403651,0.810968
